year,state,total_revenue,total_revenue_pp,federal_revenue,federal_revenue_pp,state_revenue,state_revenue_pp,local_revenue,local_revenue_pp,current_spending,current_spending_pp,total_salary,total_salary_pp,total_benefits,total_benefits_pp,all_instruction,all_instruction_pp,instructional_staff_salary,instructional_staff_salary_pp,instructional_staff_benefits,instructional_staff_benefits_pp,all_support_services,all_support_services_pp,support_services_staff_salary,support_services_staff_salary_pp,support_services_staff_benefits,support_services_staff_benefits_pp,ss_pupil_support_services,ss_pupil_support_services_pp,ss_instructional_staff_support_services,ss_instructional_staff_support_services_pp,ss_general_administration,ss_general_administration_pp,ss_school_administration,ss_school_administration_pp,ss_operation_and_maintenance_of_plant,ss_operation_and_maintenance_of_plant_pp,ss_pupil_transportation,ss_pupil_transportation_pp,ss_other_nonspecified_support_services,ss_other_nonspecified_support_services_pp,total_capital_outlay,total_capital_outlay_pp,short_term_debt,short_term_debt_pp,long_term_debt,long_term_debt_pp,enrollment,cpi,total_debt,total_debt_pp
2004,Nevada,4237003988.946313,10993.390291003157,306180953.00518173,794.427102475158,2558311563.5330334,6637.823572715321,1372511472.4080975,3561.1396158126786,3433630112.2538176,8845.376521286054,2111010176.9714787,5477.258859114719,688562931.2239399,1786.5486086618987,2135615188.450833,5541.097244985644,1399823187.2121654,3632.00050060574,461007700.89482063,1196.1333941648918,1161090018.6380851,3012.5829185129774,658937109.491593,1709.6881873881139,211609457.67816404,549.0405308868562,129216744.93067956,335.2690282649476,129583076.07523987,336.222871622482,58382125.389492154,151.48138422988066,234057953.7404841,607.2940947803329,338904692.07699895,879.332985112494,122809405.85506816,318.6389766835873,148136020.5701224,384.3574016360287,794490692.032327,2061.39373379956,0,0,4876443987.257232,12652.483308991623,385414,186.1083333,4876443987.257232,12652.483308991623
2005,Nevada,4530636204.282734,11324.241907094418,337421867.90688574,843.3768469222744,2680085526.271518,6698.821429251435,1513128810.1043298,3782.04363092071,3633493781.405843,9020.785166405843,2195775278.148148,5488.297445044341,753437407.0996349,1883.2043205790299,2235476073.6124153,5587.529302816901,1438416374.0453835,3595.2960922535212,499458070.39384454,1248.383474439228,1243032684.3805425,3106.9341673839335,702547864.0258216,1756.003948930621,236023926.5740741,589.9423862545644,139771440.2412624,349.35143219874806,137765061.72665623,344.34555135628585,65038873.294209704,162.5636317553469,250492666.885759,626.0974612936881,355546377.4986959,888.6847657537819,131205076.32237872,327.9455878455921,163213188.4115806,407.94573718049037,784056487.909494,1959.7285365675534,0,0,5363173238.989306,13405.144969470526,400083,191.7,5363173238.989306,13405.144969470526
2006,Nevada,4770425839.975633,11557.752788848029,334700068.73376614,810.9054305389509,2764037210.5380073,6696.691245172924,1671688560.7038596,4050.1561131361523,3942429386.1211524,9497.971523239981,2315890560.360928,5610.9146731603205,780878457.9025042,1891.9100688322521,2380403483.2663836,5767.224599624307,1500827469.4134247,3636.1876299692226,514376951.938696,1246.224760780593,1407844595.063403,3410.910975795097,755677733.6781002,1830.8448357088182,250966210.63318956,608.0400531549382,143706331.3343599,348.17011253329366,108188401.90329017,262.1201207494458,67620499.2543676,163.8363910293911,266392876.57832813,645.4137345879589,391880508.11931795,949.4466932351279,176657244.92997825,427.99977879143796,253398732.9437609,613.9370769381414,983328715.8491468,2382.397608414125,0,0,6285644116.551226,15228.805278728469,412747,198.9416667,6285644116.551226,15228.805278728469
2007,Nevada,5045762313.554568,11934.6614368337,350214472.0288371,828.3544258666811,2857123850.3137984,6757.909490145116,1838423991.2119327,4348.397520821902,4289414813.601111,10074.52873386915,2539014272.7313924,6005.497111720526,856965355.9063162,2026.9657220423103,2580195659.852189,6102.9046042736345,1623923314.8700223,3841.0416214627267,559604027.9993337,1323.6226200811318,1532859661.7322843,3625.656109978835,834627680.1425198,1974.1277033074978,272882149.42776513,645.4380785671592,151493355.718919,358.3204190346476,125432313.84484988,296.68446683683464,80942248.3085267,191.44958648928036,279941923.8298091,662.1390267598182,432591111.2085522,1023.2072244405032,176029254.39954534,416.36409180988863,286429454.422082,677.4912946078623,921674282.5715784,2180.022034422278,0,0,5831328279.9271965,13792.752212547523,422782,204.112,5831328279.9271965,13792.752212547523
2008,Nevada,5271612035.938002,12294.556263534323,341392835.2142816,796.2081403412633,3030677224.4607525,7068.206749825211,1899541976.262967,4430.153526990703,4344370826.17014,10069.033461196876,2624690314.5077095,6121.354454221858,934454384.9310764,2179.351189119159,2545565368.2859826,5936.813844822944,1666781868.1950452,3887.2998086416537,599985468.6561099,1399.2952135494413,1615613900.6219175,3767.9633858487177,873629148.639009,2037.4941031797393,306755010.0834262,715.4230092378261,200049847.5215415,466.56542770119603,222177948.6498743,518.1697103347442,90684256.91715008,211.4973448867179,298432209.15373856,696.0136735416941,459402082.3916781,1071.4269298459024,206318686.1890837,481.18623599327293,138548869.7988511,323.1283707908958,1286420872.0274086,3000.21903022902,437530.4227055422,1.020904319646265,7298265107.532926,17021.160959153738,428776,211.684,7298702637.955631,17022.181863473383
2009,Nevada,5323007730.314705,12350.791583409904,509554427.7265677,1182.2998416919902,2723663241.579149,6319.626496120926,2089790061.0089886,4848.865245596988,4377268537.388012,10094.43534470791,2651512531.3640957,6152.221314870424,990151246.9544446,2297.4194699588306,2571880306.5692067,5967.448759979772,1705791317.0850635,3957.891410597537,627420044.6365117,1455.7790441400969,1634957842.4552777,3793.542599449339,898892830.0056942,2085.666957812155,343989061.42000145,798.1440842451625,207710912.15257043,481.94761495544424,227803848.77806923,528.5602554568549,70551809.149769485,163.70157983241626,311560375.3463021,722.8974509029522,465461195.05066395,1079.9893507380068,195689189.75017524,454.05673955128304,156180512.22772732,362.3776222472743,759352155.4761176,1761.895484974766,529770.8177326693,1.2345338060286186,6746649342.473205,15654.020503859061,430985,214.6485833,6747179113.290937,15655.25503766509
2010,Nevada,5057819882.838163,11932.784144867133,425496791.23975015,1003.8631701962316,2779576636.6521516,6557.791735623634,1852746454.9462614,4371.141107988378,4295540700.690089,10068.493957796669,2626447119.1250973,6196.513037157075,959634748.0415688,2264.0479926176945,2512815063.826008,5928.417395350096,1690500403.75213,3988.3558882293514,609477247.3956729,1437.9222155531925,1613180186.886911,3805.930263358922,891648266.4657516,2103.6392535074892,333526740.3616769,786.8870577527491,221699951.0055145,523.0523658044873,220768239.1283298,520.8566116990202,50452494.87307892,119.03361039853874,304919031.60271806,719.3883896565791,449225178.3081277,1059.8489654150878,206157572.62114054,486.3773377726313,159957719.34800145,377.38485155368807,452318224.3615587,1067.1483641981272,59344.705553165186,0.14242729332759646,6057880244.302548,14292.210948249874,423859,216.7613333,6057939589.008101,14292.353375543202
2011,Nevada,4824319111.804841,11229.528189224937,520224102.8711826,1210.9180150321656,2746201871.683228,6392.315258520608,1557893137.25043,3626.2949156721647,4292836339.014562,9923.608600335443,2584941268.00329,6016.952553434183,972043115.6209351,2262.6155802367994,2515627244.5340395,5855.602336607276,1662958151.1315799,3870.857340398118,620761907.1197829,1444.9479854715955,1602707857.3842564,3730.6069463573613,877245208.0067137,2041.9577534163905,334834286.514728,779.3899791316421,217489943.88472727,506.2444519441428,227599936.19268554,529.7882696476073,52673909.50364814,122.60707835195163,295285793.52416307,687.3328372461236,448439316.92123735,1043.8302291850873,204610090.67047906,476.26478095841645,156608866.68731585,364.5392990240324,376777894.52426136,877.021757042845,356509030.00999856,829.8410170676374,5466381016.532573,12724.054357304916,429610,221.0613333,5822890046.542571,13553.895374372554
2012,Nevada,4581661548.563304,10691.674970402564,456252721.7423594,1064.700483194062,2714618220.7535806,6334.781890753163,1410790606.0673642,3292.1925964553384,4009458669.3898354,9296.90614444515,2404971966.3485727,5612.190676027835,955018390.7498674,2228.611410580369,2317015547.928289,5406.940943393532,1543150340.558374,3601.062126357098,600985779.3244225,1402.4456227216895,1511611029.4337373,3527.4711541351808,820016436.223789,1913.5800924068403,337415003.34866303,787.3860928638758,215364110.22682574,502.5644962723051,204791838.2764932,477.89473111817654,59478781.174536966,138.80417360093338,289739721.1754598,676.1347229662474,426173019.54595286,994.5126270635255,172023561.30756062,401.43202638060933,144039997.72690815,336.12837673338356,363087613.6765639,847.2967645191129,2461323.4986497676,5.743465031300331,4994821323.520622,11655.819591414764,428526,227.5535,4997282647.019272,11661.563056446064
2013,Nevada,4592323367.85404,10635.891776824867,435860731.1805302,1009.4614099135564,2842449421.218779,6583.158276967158,1314013215.4547307,3043.272089944153,4027459717.1627593,9272.168229642164,2387105495.538948,5528.577422165076,944138282.5935527,2186.636399595106,2288814486.0013576,5300.934367791575,1504780185.3242192,3485.0935245265405,591320456.7810408,1369.5052404656083,1553170734.3739579,3597.1694250874907,840493647.44881,1946.5960605861426,336492325.3369522,779.3166613311056,213126556.7770351,493.60094538718386,240825315.05852702,557.7555035455848,51124622.85409763,118.40240724936075,292450276.7544146,677.3142494515267,421005115.03573996,975.0492162393363,183509832.93534833,425.01004949824534,151129014.95879528,350.0148164343954,247012838.73532945,572.0874317026348,2615104.346422166,6.059659306122792,4662050588.845888,10797.378917672806,431776,231.3886667,4664665693.19231,10803.43857697893
2014,Nevada,4599876574.634344,10555.869543755238,417782331.5516896,958.7307254701284,2903326416.038623,6662.592261137755,1278767827.0440316,2934.5356088582867,4039009958.4129467,9211.999905421104,2396826813.6753206,5500.27810043236,962683057.8239832,2209.1786131797658,2304014882.7519584,5287.290084886951,1516993838.5509534,3481.2165269331754,606770602.629272,1392.4253003544845,1548048660.4947464,3552.489888771389,835703706.3745536,1917.7898996123222,339142960.82795364,778.2700767482733,215711949.86573836,495.01594195898525,232881056.783509,534.4188343177765,48803093.35330589,111.99004888526696,286586793.9818459,657.6637243658214,415234664.6853682,952.8843391073624,201478079.24732643,462.3571956666056,147353022.57765254,338.14885618050204,176655023.44152278,405.3932476413789,2660434.243730557,6.109145300418317,4273443482.5864186,9806.765709086381,435765,234.989,4276103916.830149,9812.8748543868
2015,Nevada,4721785310.0670185,10757.051846955655,430069881.575106,979.7696963386467,2983525964.6395,6796.991248959506,1308189463.8524122,2980.280031150171,4135484497.1167026,9364.692044831727,2454482287.908187,5591.734619033608,973944191.4594389,2218.8118630523372,2359361000.550433,5375.031055370597,1560413497.2734003,3554.8950487186085,615987081.4232186,1403.328144021897,1586554893.3053446,3614.4436878831925,849694292.6549128,1935.7547226349222,341837234.71362776,778.7631452630133,218771134.15755436,498.4018906639293,246630070.3479515,561.8639124680258,53348101.78242272,121.5322719715311,296705062.3727152,675.9498869171509,413649980.2501509,942.3642806093051,205849362.09203032,468.96455680892876,151601182.30251968,345.37775895165356,223708518.58773947,509.64199524519614,4391684.962119728,10.000866745421163,3932660397.215162,8959.287344392882,438948,236.6704167,3937052082.1772814,8969.288211138302
2016,Nevada,4839028014.664789,10957.369720280962,433378978.3906301,981.3370940925018,3041913898.274777,6888.030710484497,1363735137.9993827,3088.012714461533,4296216586.8203535,9675.805568252179,2539017918.033027,5749.290926064707,1053703888.0661083,2385.9854848939563,2471608833.659397,5596.6504878253945,1626366321.4588237,3682.700293792197,669646075.1208558,1516.3291415811482,1625851220.7227774,3681.5340279747334,867876708.0654196,1965.2010974561742,367818641.31283104,832.8757750324334,233043667.59584752,527.7028861294997,255186519.99129924,577.8415175228586,61239754.174399756,138.6668459448893,303172959.0011353,686.4986161832024,408160639.83949703,924.2332640670696,214792687.4283016,486.37604091253127,150254992.6922969,340.23645472982065,242425628.17188677,548.9440422679311,3676976.9522805708,8.325842085780675,3631561697.447939,8223.221492601462,441623,238.2429167,3635238674.4002194,8231.547334687242
2017,Nevada,4951421245.473692,11178.759672074842,452121231.1873524,1020.7468907963049,3130297179.40954,7067.232796341991,1369002834.8767998,3090.7799849365465,4402886540.99439,9880.210349629895,2599406597.468508,5868.645278507601,1075837729.4492655,2428.9054080517913,2569415935.779802,5800.943922664666,1672624227.0672352,3776.264163992021,682016419.3473282,1539.7764835552084,1627870938.067022,3675.2210035568505,882283518.0656743,1991.9210381034839,374866838.7409003,846.3305572028272,247610340.93378454,559.0291567418957,248998080.90870467,562.1566074111199,62968833.88109773,142.16648635354576,312419600.022263,705.3408404231252,406740331.747756,918.2937271780598,187923740.02621832,424.2731382452574,161210010.54719785,363.9610472038464,490484979.44742525,1107.3613720422757,3848354.5522995614,8.69325270767394,3466640186.822214,7826.5884203573105,442931,242.6751667,3470488541.3745136,7835.281673064985
2018,Nevada,5094565839.039985,11387.327190945123,435594255.10968983,973.6345573214203,3229806405.35059,7219.239373507596,1429165178.5797048,3194.4532601161077,4334771308.097722,9636.985162978099,2556578711.6307282,5714.441875981082,1064201524.5938141,2378.6983820877235,2518549481.4664803,5629.44170451958,1631455840.358842,3646.6193344557223,674985138.1041907,1508.7167540296173,1615190925.8709595,3610.257343565811,879586917.0117458,1966.0462932860198,369686461.75616556,826.3202811412498,247257390.6900172,552.6670089549291,250202017.26906902,559.2509451440063,56758714.15156882,126.86778458196561,316558762.4918642,707.5709564585713,403489530.6752669,901.8748370622029,177668814.11267817,397.12022043755024,163255696.4804952,364.9055909265853,638822220.5604689,1427.8950491574026,4398276.742372492,9.8292464681026,3725040753.929872,8326.180493951795,447389,248.1315,3729439030.6722445,8336.009740419897
2019,Nevada,5117100848.125079,11408.192625250576,455569472.2710873,1015.6600679466525,3178126836.4720707,7085.4025381986085,1483404539.3819218,3307.1401776361167,4283234799.821688,9492.060070102085,2517933062.437086,5613.5431690712485,1050563763.9234672,2342.1508613214532,2475550656.085077,5519.058674097486,1608094409.837352,3585.1283729868346,669039822.655902,1491.577077410778,1608129964.6951532,3585.2096412332376,865127910.9882916,1928.739291871688,361972832.889272,806.9936867773084,249131872.75933313,555.4176715074187,254360468.5622571,567.0796648661844,56677490.89421748,126.36196462516288,304667544.7915948,679.2298449017017,399478128.6040482,890.6085537947308,180521155.7339814,402.46067324702176,163293303.3497211,364.05126829101715,726151082.8152931,1618.9041024619712,255583555.67061546,569.8021511206698,3889824361.6646705,8672.073622431168,448546,253.2578333,4145407917.335286,9241.875773551837
2020,Nevada,5257992000,11755.140366605336,408478000,913.222429145996,3271431000,7313.843498556875,1578083000,3528.0744389024644,4413855000,9867.927734169773,2573886000,5754.362353088468,1112409000,2486.9805697831175,2571164000,5748.276856557111,1661790000,3715.215753432314,708729000,1584.4848902173742,1651131000,3691.385735971723,866959000,1938.2351165790656,380214000,850.0334232818309,263738000,589.6314049180291,292017000,652.8539458475764,57414000,128.35881625690544,313989000,701.9761096194218,397064000,887.7044800611679,169654000,379.2905321567742,157255000,351.5704471118484,747993000,1672.2662773618188,273019000,610.3806677055085,4220450000,9435.537779486824,447293,257.27275,4493469000,10045.918447192333
2002,New Hampshire,2627636098.627196,12939.42826879524,123375399.93949944,607.548756677727,1362547289.0883913,6709.678132079573,1141713409.5993052,5622.215820042616,2352312861.4986315,11191.003622789334,1416144254.4389813,6973.612537521306,389672190.14599204,1918.888901189169,1512576049.6562064,7094.374296614709,1040292592.7670171,5122.779378363371,286156128.63542444,1409.1422961722837,756621588.9360857,3725.8822061551195,343664891.2523545,1692.3252278452148,96953079.38597696,477.42987455520483,156938302.80459523,772.814610178145,71921331.28261527,354.1699946531019,79142777.62036617,389.72128616188553,133611919.2532999,657.95881299664,195875775.40956485,964.5634322517186,103003441.34462048,507.2196041988363,16128041.22102375,79.42002571011786,269782607.33493304,1328.5093100695024,0,0,1088733032.4483192,5361.313815582541,203072,178.1666667,1088733032.4483192,5361.313815582541
2003,New Hampshire,2760910194.672846,13555.531767767054,143115752.69083962,702.6650866362793,1352786767.6728227,6641.925024183437,1265007674.3091834,6210.941656947335,2473506003.103106,11705.668756724053,1483934056.8708189,7285.828642673409,427314131.0549056,2098.034491684951,1582171250.432077,7370.968485676451,1088401134.3872771,5343.846186496024,312830288.72677124,1535.9363313741362,805389570.9605254,3954.311954889147,361656420.3978479,1775.6588199623523,107008321.09798026,525.3916697495965,166394279.96130258,816.9666680990405,76214712.0994527,374.1999239853188,86065276.07916062,422.56263268087264,141514965.40039083,694.8095020511995,206894339.6971499,1015.8146850961851,109831245.19887762,539.251972767516,18474752.524191156,90.7065702090144,303495424.09482485,1490.102668795002,0,0,1161058227.424638,5700.568847654465,203674,182.0916667,1161058227.424638,5700.568847654465
2004,New Hampshire,2922425367.882492,14372.746716213269,164992782.74660686,811.4442209262426,1338578149.3683925,6583.247144084224,1418854435.7674928,6978.055351202804,2581050359.747647,12247.76342524475,1528112354.0371847,7515.387109280506,473855556.2063055,2330.460503524911,1652620706.9740062,7724.555280916052,1121370045.896005,5514.997878912818,347132627.8219912,1707.2275480020107,839162355.9435207,4127.072850799636,372395652.97987646,1831.4760131834457,118618024.60862723,583.378891758094,176094689.9993005,866.048297190892,79575418.88856408,391.35225292461416,87478494.93932359,430.22482569833426,145317344.32952443,714.6775034952182,217082306.73972726,1067.6271934164915,112944730.20381403,555.4686056876315,20669370.8432668,101.660348569679,275504521.1978694,1354.9552251027544,0,0,1334591360.6102343,6563.644971896053,203331,186.1083333,1334591360.6102343,6563.644971896053
2005,New Hampshire,3008090164.7222223,14877.16919017997,169040409.48878455,836.0223624673971,1179612334.4900887,5834.038737976004,1659437420.743349,8207.108089736568,2654413275.699009,12680.178006390192,1558507858.0738132,7707.94258824987,505287975.5894627,2499.0081877543034,1692524548.4350548,7960.088672078769,1139318348.8562858,5634.756366314555,369957409.26447576,1829.7098405842462,873758383.2524779,4321.363543883672,385357538.6658842,1905.8717005868543,127692907.37741263,631.5328010824204,182695861.92097026,903.568202360459,82979520.77464789,410.3882849374022,91815638.59415755,454.0991533124674,148494825.08737612,734.4150598982786,229454546.7553469,1134.8184243348983,114182397.33959311,564.7116731611893,24135592.78038602,119.36274587897756,219802456.93792385,1087.08137833855,0,0,1419204796.495827,7018.996494287951,202195,191.7,1419204796.495827,7018.996494287951
2006,New Hampshire,3055701937.724089,15199.164974976053,168230708.31345356,836.7825020086652,1197091948.3693557,5954.3775123228115,1690379281.04128,8408.004960644575,2711920969.646978,13034.039069591749,1566078813.498751,7789.735640356932,538056864.7663792,2676.3176885558883,1723379336.5017583,8156.114107027836,1143801475.549566,5689.308879681764,394322082.8786793,1961.368215190991,900078517.1553506,4477.017869793989,388833712.4979962,1934.0686160542755,135328936.58269525,673.1271599550743,189756138.3291155,943.860039124725,84931367.75479724,422.45192089013494,92730698.99087156,461.24812999015654,150138742.8031435,746.8011610360153,239649356.43871328,1192.026456667863,117066267.7523451,582.2923023822237,25805945.08636435,128.36372384227138,260665262.90819496,1296.556376053021,0,0,1352165568.970022,6725.723741649441,201044,198.9416667,1352165568.970022,6725.723741649441
2007,New Hampshire,3152792395.320951,15873.08534187113,172754608.104864,869.7475684060711,1180891905.2554479,5945.335884759348,1799145881.9606392,9058.00188870571,2773246016.4701242,13515.377823168163,1591370961.0569198,8011.942725341969,568457421.2148232,2861.962713718449,1759106461.5615447,8445.738825718234,1163773748.4702027,5859.146387596025,415363295.36724937,2091.1981990157365,925141777.5510504,4657.736894817552,393681053.0419574,1982.030718037156,144830622.72673824,729.1697003360899,194067538.89653718,977.0495849827545,87712119.45892452,441.5982791923062,95539507.2533707,480.99991243777924,154652040.7129419,778.6171114755624,246174497.25763306,1239.3994232333228,120387997.26620679,606.1120722568982,26608076.70543623,133.96051123892764,262183458.99310184,1319.992527190954,0,0,1300284147.8746963,6546.431370313847,198625,204.112,1300284147.8746963,6546.431370313847
2008,New Hampshire,3176603343.331333,16234.663563471964,165303855.147295,844.8226317529902,1225489899.2165208,6263.114311178454,1785809588.9675174,9126.738774163374,2858989071.228812,14120.832555152963,1609600288.0342867,8226.17962800684,614107978.4112166,3138.51510467253,1816977554.773861,8834.675063384573,1175341620.6007538,6006.81871245583,450407186.1182233,2301.896168345269,951990847.3455716,4865.338300485629,401018508.9307647,2049.489728935583,153782220.6827157,785.9383290305359,199828651.58561817,1021.268928331853,88832044.79436329,453.9985816712647,97365103.39940666,497.6057804675837,157309202.03463653,803.9621517214338,255367061.93666026,1305.1046364392205,124461605.55001794,636.0841592538878,28827178.044868764,147.3262162232384,199189371.02355394,1017.9996037844144,0,0,1164652509.3016005,5952.188177731901,195668,211.684,1164652509.3016005,5952.188177731901
2009,New Hampshire,3256007403.080307,16449.959207324522,176031336.39806324,889.3437709448883,1201260123.5148706,6068.992161966903,1878715943.1673732,9491.62327441273,2928382506.7609935,14301.81045600919,1647969589.0555172,8325.851802803396,627826362.0736414,3171.9008921709474,1853378035.7310188,8910.073951417502,1200494233.1245284,6065.1207598373185,459751176.55365396,2322.7453916300783,985326976.4988474,4978.059807686138,414757812.91820896,2095.4353563744203,158989975.56882545,803.250020180776,208486391.15499812,1053.3090376096602,94215305.20066562,475.99068969722845,100590533.66111827,508.1964405399362,161025158.4840066,813.5338066426455,263931341.96381158,1333.428353927086,126714707.28849669,640.1836858990347,30363538.74575048,153.4058076054397,134670858.1665724,680.3839420681608,0,0,1075515064.623536,5433.710653996662,197934,214.6485833,1075515064.623536,5433.710653996662
2010,New Hampshire,3327387613.6134195,16879.070401194564,219783117.0161473,1114.9089832273144,1259292278.0499432,6388.101484564913,1848312218.547329,9376.059933402337,2997406125.9614887,14697.737059176874,1673448296.0584834,8489.010881616958,670586864.4919891,3401.733473836314,1913529676.1620355,9244.8606583654,1221773368.3051212,6197.771144914803,493596027.7561183,2503.895554581367,993541939.0064253,5040.0034153369925,418826446.3355744,2124.6116724499775,167720006.83435544,850.8013056335082,217751154.2980069,1104.6067423432848,95021555.63761704,482.02143638502895,102358935.03221038,519.2424357079742,162319638.6290174,823.407789550167,255659365.31125775,1296.8954572766509,128450428.275715,651.6048669737538,31980861.82260072,162.23655604124298,155792907.91228032,790.3053127926115,0,0,1054485390.9271927,5349.1655933867605,197131,216.7613333,1054485390.9271927,5349.1655933867605
2011,New Hampshire,3311258151.7947893,17494.42984605621,215034310.8963778,1136.096856349233,1234812138.6737785,6523.9069277114495,1861411702.224633,9834.426061995526,3010756174.8328147,15389.731251691042,1666437934.3709946,8804.317118560506,696903986.8651692,3681.959809431765,1925087080.2775075,9697.341223276246,1216557824.255645,6427.4622330458,513550832.9398101,2713.2533287765164,995609045.6593658,5260.117155968044,416765142.7928395,2201.899763648082,173653985.5249303,917.464053888885,221130332.50442263,1168.299398902612,94995754.82181351,501.89181337711574,100023401.50886078,528.4498914786016,162949287.78709215,860.9146667306379,253664560.08229455,1340.1937080870757,130196264.47376537,687.8681885137257,32649444.481116764,172.499488878275,240024740.82947183,1268.130772239398,0,0,1143427677.294073,6041.089912760423,189275,221.0613333,1143427677.294073,6041.089912760423
2012,New Hampshire,3235802623.6401544,16961.085375307342,211697563.55428502,1109.6532724941605,1163758295.9337034,6100.068634749629,1860346764.1521661,9751.37477409708,2941080333.4897065,15367.782600630178,1610761551.6482935,8443.11971668201,701098444.9920567,3674.9470554506956,1870734747.756022,9795.78487378792,1170807607.8372777,6137.016752313191,505948392.1066913,2652.0223661358755,981943709.5924693,5147.049150727191,408121806.41805106,2139.248521589428,185094466.66717935,970.2046549822348,222680244.52161795,1167.2235952094782,90278677.7065613,473.2140332383373,100209897.55595936,525.267011592878,163455849.10142007,856.7825266475794,245913012.81456885,1289.0008823199817,128027262.44377694,671.0809259800441,31378765.44856484,164.48017573889214,180959850.20665467,948.5309887125444,0,0,1015903642.4950615,5325.051342563396,190778,227.5535,1015903642.4950615,5325.051342563396
2013,New Hampshire,3197349768.47723,17034.09146194367,182223406.17990172,970.8018954045859,1134200330.6281638,6042.525480451718,1880926031.6691647,10020.752967446439,2889668065.5146365,15256.22077745003,1597268376.1611388,8509.551766985915,689523629.0552945,3673.476657780923,1826731552.0546625,9628.365010432897,1159167238.8334825,6175.537781881346,497490245.98403114,2650.4171500116086,977892252.7247959,5209.783749458374,408342094.88208264,2175.4732841027253,183219636.40711015,976.1166057684881,220518229.26641202,1174.828956445601,91255133.55793065,486.16257460590657,98923660.20643136,527.0235800187529,161531615.4116549,860.5716892377944,243291429.61650506,1296.155566259201,128990689.00572906,687.2098398780392,33381495.66013295,177.84266165400743,80707990.7729984,429.9800819933589,0,0,907493465.8208565,4834.729753652624,187703,231.3886667,907493465.8208565,4834.729753652624
2014,New Hampshire,3222574145.970662,17433.83654745541,177350239.79739475,959.4533125486724,1099202748.3680086,5946.585104324032,1946021157.8052588,10527.798130582707,2924423769.074297,15690.956514007035,1587519432.2457645,8588.330618614062,723785916.197141,3915.6117923179377,1841525212.7876196,9867.627248020119,1147581048.105443,6208.303954514891,518443090.90851057,2804.7326936580007,999965266.5901382,5409.724801543901,410935271.5680308,2223.1267334534805,196434202.47330725,1062.6956784679282,222948768.94024825,1206.1292135589324,90508410.90327631,489.6403320261799,100334500.34256922,542.8052237445156,166078976.20101365,898.4713424351777,254327660.24047932,1375.893383860521,131592960.46304293,711.9015484129044,34173989.499508485,184.8728092166016,95910296.72984692,518.8613155509406,0,0,863387550.1140478,4670.846668865351,184846,234.989,863387550.1140478,4670.846668865351
2015,New Hampshire,3252736252.8174396,17770.724918563512,179260101.15800837,979.3566170600315,1087119217.394144,5939.2756089443255,1986356934.265287,10852.092692559152,2947118461.4832344,15976.123733634342,1602163854.783334,8753.12817284189,717828516.413602,3921.720318636258,1844904457.6079032,9990.496281426455,1152957532.1010113,6298.969826052196,513626036.1823666,2806.101892169863,1020053622.4094964,5572.874288812624,420305991.889522,2296.264227792691,195524554.22811615,1068.212143991632,227883880.4539528,1244.999204731615,93759212.78905661,512.2400464975393,105351521.80787958,575.571622213652,166806847.95849264,911.3181116691717,256210248.45962507,1399.7626176170077,133510484.00063935,729.4110419758263,36531426.9398504,199.5825146151441,136397690.7480131,745.1841481145285,0,0,873321340.3409704,4771.228725615793,183039,236.6704167,873321340.3409704,4771.228725615793
2016,New Hampshire,3293948260.931654,18332.100434405063,182678262.29353744,1016.6706288586164,1085008406.3831894,6038.4924525229335,2026261592.254927,11276.926554265945,3000872140.2576327,16565.531683675024,1612033130.5373495,8971.586190898071,754039445.3991755,4196.526776445396,1882247201.5618165,10378.059571728705,1156242410.6877968,6434.93644039995,539549123.1828089,3002.799718483718,1036307089.6222787,5767.454436295943,427465578.7457877,2379.0094875043137,206151521.62150303,1147.31399792966,235490666.06100693,1310.6020111321109,99871229.50211932,555.8228508394516,108110681.52734715,601.6743754778753,171067438.15523475,952.0616623226556,248794735.38614544,1384.6382930259012,135531966.62257785,754.2932162020495,37440372.36784719,208.37282605346812,148137356.3329952,824.4419453709617,0,0,959301149.3969842,5338.884144650835,179682,238.2429167,959301149.3969842,5338.884144650835
2017,New Hampshire,3312591508.231155,18526.699718653163,178820208.19685295,1000.1057163794254,1064444267.6383663,5953.234867964345,2069327032.3959355,11573.348532781702,2997750519.283974,16626.757534807948,1607653824.757834,8991.304057214847,756603467.4264014,4231.536169209521,1881050261.497564,10417.07171196722,1150492627.3055692,6434.491217555636,540981115.9985493,3025.6017926843765,1036740355.4728864,5798.293540741595,429457285.28678495,2401.871512436464,207263046.84248516,1159.1816394021664,235489614.32319474,1317.0489882679865,100675287.42424883,563.0577372649642,110207120.97238253,616.3622185017747,170676114.62363937,954.5615534133677,245215455.82809728,1371.4454268571026,134950026.45340717,754.7545609968668,39526735.847916484,221.06305543953295,152778615.57352337,854.4619289428101,0,0,910929906.0429984,5094.659546276928,178801,242.6751667,910929906.0429984,5094.659546276928
