year,state,total_revenue,total_revenue_pp,federal_revenue,federal_revenue_pp,state_revenue,state_revenue_pp,local_revenue,local_revenue_pp,current_spending,current_spending_pp,total_salary,total_salary_pp,total_benefits,total_benefits_pp,all_instruction,all_instruction_pp,instructional_staff_salary,instructional_staff_salary_pp,instructional_staff_benefits,instructional_staff_benefits_pp,all_support_services,all_support_services_pp,support_services_staff_salary,support_services_staff_salary_pp,support_services_staff_benefits,support_services_staff_benefits_pp,ss_pupil_support_services,ss_pupil_support_services_pp,ss_instructional_staff_support_services,ss_instructional_staff_support_services_pp,ss_general_administration,ss_general_administration_pp,ss_school_administration,ss_school_administration_pp,ss_operation_and_maintenance_of_plant,ss_operation_and_maintenance_of_plant_pp,ss_pupil_transportation,ss_pupil_transportation_pp,ss_other_nonspecified_support_services,ss_other_nonspecified_support_services_pp,total_capital_outlay,total_capital_outlay_pp,short_term_debt,short_term_debt_pp,long_term_debt,long_term_debt_pp,enrollment,cpi,total_debt,total_debt_pp
2019,California,97563596451.99373,17138.091606108675,8292397517.916182,1456.6520485192827,54963879824.95722,9654.992745608393,34307319109.120327,6026.446811980997,82718320802.37477,14256.512600759504,45127436418.04662,7927.118083251406,23509710056.888298,4129.737367722714,48421206953.29644,8505.70736351435,28432529003.457283,4994.482302099834,14719825921.059675,2585.6914787282913,29667596067.188457,5211.427885871438,14897911061.10774,2616.979753593272,7909125293.497881,1389.3213063747712,5209236690.777809,915.0601374310976,4983094589.072677,875.3301234710516,1195923196.9983058,210.07841695058838,5208472769.261625,914.9280765306934,7465849675.20134,1311.4561677903291,1826000990.622666,320.75561002005935,3779018155.2540355,663.8295122084187,10370548480.798956,1821.698852828731,0,0,84932040406.34703,14919.224674579888,5692792,253.2578333,84932040406.34703,14919.224674579888
2020,California,95534088000,16934.18833173919,7995360000,1417.242105457209,52444323000,9296.179627658785,35094405000,6220.766598623201,80805980000,14323.512290720257,45143674000,8002.080655259282,22182215000,3931.9766827640633,46916806000,8316.382616513503,28278929000,5012.668457209546,13826559000,2450.869202686098,29280747000,5190.248785250426,15058582000,2669.25522539073,7460762000,1322.4802942200397,5244135000,929.5652639408156,4860952000,861.6429838064115,1235792000,219.054108381258,5075569000,899.6855796303531,7304987000,1294.8679179195858,1719460000,304.78816596744264,3839852000,680.6447656045599,11249818000,1994.121058755379,0,0,88209077000,15635.77099816857,5641492,257.27275,88209077000,15635.77099816857
2002,Colorado,8398770242.878152,11321.700105098838,489308222.4005035,659.590533524866,3552722002.099116,4789.143070357502,4356740018.378532,5872.96650121647,7445581202.30859,9940.499217971841,4842839671.740347,6528.2394733436395,900103251.384452,1213.3502727898313,4279159649.2639546,5768.78186748947,3195287122.3890944,4307.308994376555,579168371.4903332,780.7277327398075,2840734467.612117,3829.3592796530656,1492331163.1024635,2011.6948112326108,288255705.31510645,388.5805257925948,304965678.72451526,411.09249308024454,331889067.4402452,447.39466483210566,105953534.2996345,142.82608623614104,489279342.3911544,659.5616535155169,702731491.490602,947.2931866609366,223048976.2061648,300.66977733383163,682866377.0598004,920.5214179942897,1125331224.296009,1516.9658110772746,79577421.76107062,107.27479472735737,7142523048.201585,9628.262996893682,741829,178.1666667,7222100469.962655,9735.537791621038
2003,Colorado,8847291385.32428,11772.639028186784,565459389.7582793,752.4265415079535,3836264841.999219,5104.717105376464,4445567153.566781,5915.495381302367,7848500430.203926,10336.592954036594,5115080542.954083,6806.383665496977,981113064.0540729,1305.5105597948814,4477040355.404413,5951.029185675524,3341389857.762777,4446.218488907378,627011285.8822001,834.3309009318875,3037343412.447056,4041.641754026517,1611673491.7488127,2144.5745917267723,319158555.5175216,424.6819450689337,340316357.5249981,452.8405423316387,378650480.000247,503.84532713764213,109203928.73201154,145.31418607472165,532684930.1143773,708.8110925616564,726110333.1479363,966.1945177170483,233021222.81716692,310.0695311225903,717356160.1103187,954.552428331966,1160152574.5974731,1543.749529711455,0,0,7738519420.262959,10297.25851611418,751513,182.0916667,7738519420.262959,10297.25851611418
2004,Colorado,8960694800.830284,11844.080327756068,601477032.6810508,795.0215265965202,3918698166.2470236,5179.659731563991,4440519601.90221,5869.399069595557,7836327751.4572735,10246.323584802098,5063785734.585373,6693.215606536195,1033353804.4841003,1365.8622165389086,4468857043.911047,5896.10668360652,3289856888.258157,4348.47510028182,651616016.1270972,861.2929042199959,3028194154.797957,4002.6032045497873,1613438480.7045069,2132.6140378287937,332495970.61970997,439.48678293816084,346587969.4410223,458.1074641352451,390127462.7582729,515.6698371899287,108501755.49205242,143.42209904955394,512406034.049148,677.2840791165153,750879314.867842,992.4947492396891,236676184.6378321,312.83297363772584,683015433.551787,902.7920021811295,1187727131.183491,1569.9155759673872,0,0,7647804067.794797,10108.721312615182,756555,186.1083333,7647804067.794797,10108.721312615182
2005,Colorado,9208470804.45879,12022.220059520085,633782092.3135107,827.4466041340636,3965670881.931403,5177.42285031299,4609017830.213876,6017.350605073031,8031330543.02817,10373.835838406365,5078742578.874544,6630.6045597548255,1090448604.8891497,1423.642986293688,4536695601.602765,5910.804524621804,3296592632.471309,4303.903353599374,696680381.1724048,909.5537864241002,3145323771.002869,4106.41934127543,1617857742.3891497,2112.2133036776213,357123297.0670318,466.24478913667195,344785746.7762128,450.1400786515389,404248364.0649452,527.7647831898801,107422445.11345853,140.24518714136673,520396878.1429317,679.4040529994784,821273131.7814293,1072.2247829160146,247353590.40036517,322.9397070031299,699843614.7235264,913.6873287819509,1233332280.431664,1610.1892160798122,0,0,8756557865.594679,11432.223990897235,765954,191.7,8756557865.594679,11432.223990897235
2006,Colorado,9358967292.448545,12007.155142992979,673337952.6911844,863.8622559604804,3993158015.9333706,5123.05234372755,4692471323.82399,6020.240543304948,8250447089.454538,10419.937568362595,5079308324.760304,6516.534582182124,1156081768.936693,1483.2049380332248,4607568406.622532,5900.489577882881,3292731256.841581,4224.428684413449,736759408.9139597,945.2308385129256,3256344292.3266706,4177.756844866123,1629324393.573606,2090.3526783788625,382312069.7482826,490.48753958187274,354347762.22898704,454.61397823405287,421104399.22739416,540.2630758572004,122874060.25461833,157.64192964308768,534969979.7289875,686.3437351884817,850486616.269763,1091.1433809381067,235388239.4725609,301.989691634568,737173235.14436,945.761053370626,1324534908.8489866,1699.325686859745,0,0,7976752766.3235855,10233.832153309791,779449,198.9416667,7976752766.3235855,10233.832153309791
2007,Colorado,9624506874.543142,12170.07548165958,667853902.164008,844.4881720452497,4168324746.2863526,5270.794040624755,4788328226.092782,6054.780664500372,8216192170.615888,10293.796428027259,5212715075.279748,6591.41679227581,1218965025.3390296,1541.3651710457982,4741714304.125921,5985.10304819168,3374673000.0906363,4267.23721485018,779387245.765805,985.519801726503,3114043674.6161423,3937.66763568531,1674553027.096643,2117.4533500235166,399750114.5927236,505.4778304680763,368569129.2047993,466.05098824419923,432756230.0170984,547.2112942159206,139986717.52640706,177.01744635298266,554785331.7774065,701.5154510268871,829432109.6934526,1048.806942009779,243566628.44173786,307.9906936510347,544947527.9552402,689.0748201845066,1365584225.0835326,1726.7646027181156,0,0,8845956566.860352,11185.601852536842,790834,204.112,8845956566.860352,11185.601852536842
2008,Colorado,9738050203.956131,12215.825094693031,661098745.8097919,829.3146089926494,4130169300.1986446,5181.0651149590885,4946782157.947695,6205.457524364147,8874233890.408579,11033.763736016892,5294060992.709652,6641.09198190463,1783335111.3546605,2237.0930512934374,5131099140.686116,6424.964106710946,3409381681.8335342,4276.872035569528,1131510795.143941,1419.4094593710436,3361416193.882154,4216.699448824663,1715820521.0443394,2152.394453631356,605988142.983173,760.1726485823208,411691820.5202093,516.4438958896279,476849823.35934687,598.1770095755937,166751351.62907916,209.17600292180796,622033355.8736135,780.2990480267756,851522924.0318115,1068.1819125441696,267496377.54388613,335.561526969445,565070540.9242077,708.8478992743901,1406877858.8473856,1764.8518817199217,0,0,8914027282.35365,11182.135163805482,797167,211.684,8914027282.35365,11182.135163805482
2009,Colorado,9903438581.997152,12190.122402149578,671847680.1589028,826.9818350927825,4355648614.287872,5361.364575810363,4875942287.550378,6001.78797701154,8566186769.000911,10449.765337072224,5504646007.629857,6775.660886914878,1291275616.6220174,1589.4323108490787,4924116673.24524,6049.443379077265,3545210730.772384,4363.789345948597,819024485.6381961,1008.1346889210985,3246386429.4288588,3995.970186342711,1786193027.9998264,2198.62080818122,427129519.6617307,525.7555864217995,396335691.9486363,487.8446113881246,470069721.73433393,578.6128105439957,137021266.70406958,168.66368658674486,578502541.5050107,712.0743050112644,838029114.7919725,1031.5309024101068,255106223.115473,314.0150600402309,571321869.6293627,703.2407961273509,1240596206.0197766,1527.0464034667586,0,0,8851404829.794886,10895.180339981307,812415,214.6485833,8851404829.794886,10895.180339981307
2010,Colorado,10375175527.154316,12563.98630207171,847715380.9447435,1026.556585599762,4531413354.275811,5487.391281561193,4996046791.933763,6050.038434910753,8747523540.37121,10507.312448538994,5624041961.250245,6810.528967633453,1344474481.5068455,1628.1101279099764,5023026081.9723425,6072.779326078726,3612982822.193916,4375.200285848215,854790456.7407918,1035.1259610816392,3331885942.294349,4034.7990547952586,1836595199.882912,2224.049661074861,444686495.22742164,538.5057271305316,425813691.96740407,515.6461465514523,501950575.4038929,607.8440810988498,140886704.77143627,170.6041595242393,585210010.4008726,708.6707358336774,832184871.5014801,1007.7443139394087,254643383.95218757,308.366958995357,591196704.2970759,715.9226588522743,1201122597.6667306,1454.5149952258575,0,0,8881008773.466057,10754.601836579033,825787,216.7613333,8881008773.466057,10754.601836579033
2011,Colorado,10124660932.690573,12127.777787835317,1128064259.7209918,1351.2498755701658,4066252406.4232173,4870.742213355681,4930344266.546364,5905.797336980505,8551314764.720094,10152.773857082313,5412521187.590475,6483.371526297131,1357108480.5291002,1625.6057621452876,4893210673.2955265,5852.355314788558,3489052962.9939127,4179.347689318401,859185249.374862,1029.1662596811993,3264426553.9506264,3910.2754869930927,1752324570.9938452,2099.01921570017,450757620.6713759,539.9366675899805,415202149.8528616,497.3529656735314,486033777.78505415,582.1945035174542,181232697.38281268,217.08493901271513,567542172.0846012,679.8262814286571,802961728.2055901,961.8283806736633,249935722.1227345,299.3893773710447,561518306.5169723,672.6106773870616,962880462.2952121,1153.3793918359577,0,0,8529252473.459363,10216.725057418711,834832,221.0613333,8529252473.459363,10216.725057418711
2012,Colorado,9689594084.49661,11492.549161263174,797792166.1213735,946.2358639067295,4185976379.024053,4964.863726486298,4705825539.351185,5581.43826483662,8230593420.870255,9664.013053040273,5196836399.963085,6163.812051770242,1343024502.318136,1592.9183695372735,4719935469.19186,5589.228121936159,3351617108.66895,3975.2579179731356,855467634.9484845,1014.6486727736553,3110492201.052719,3689.260493894842,1677842509.765835,1990.0427971444076,441033670.0127662,523.0962531558512,397193394.4116438,471.0998049689413,452901613.40519917,537.1722648959475,136016105.73337698,161.32579238508742,553545662.6485639,656.5413668653745,787933304.886543,934.5454252406576,247995584.19009152,294.1377682171445,534906535.77730066,634.4380713216891,788521218.6299045,935.2463993192808,0,0,7847997246.344265,9308.280014172491,843120,227.5535,7847997246.344265,9308.280014172491
2013,Colorado,9764678436.354246,11473.503472544966,774153164.4838333,909.6271330150673,4107035830.2892194,4825.7681290641185,4883489441.581194,5738.108210465781,8263198263.657655,9613.92189586656,5199368918.500492,6109.259563305569,1392632013.5972328,1636.3415041126557,4773119140.538701,5599.225266625818,3344146960.9302173,3929.3721787541635,903361778.8517642,1061.4521748959971,3083995224.2094836,3623.6985023432867,1686810127.151962,1982.0089319439428,441931509.12758166,519.2738872914729,395838071.2937052,465.1149873279424,446746992.51378673,524.9332755241637,130817481.71030883,153.71521083880293,568369358.176089,667.830048739375,765791946.5054767,899.8093730750555,250948837.6240771,294.86635742821363,525482536.38603985,617.4403680506622,842838568.8206655,990.3373475162515,0,0,8598890046.847744,10103.709147415213,851063,231.3886667,8598890046.847744,10103.709147415213
2014,Colorado,9982139782.706848,11536.967623793027,745830296.2372706,862.0025915468383,4337404482.155547,5013.002598845052,4898905004.314032,5661.962433401138,8591288846.320465,9837.245745854061,5367931897.68138,6204.045070067109,1464559197.7135098,1692.6821280676966,4894507076.595074,5647.8172439241835,3429200110.738162,3963.335384369055,931549408.1988943,1076.6437987416432,3287731793.535016,3799.8336354148487,1768019494.8082674,2043.4105683883074,483531186.7257616,558.8444672303809,411748729.4458464,475.87833266663546,496029753.52676076,573.296208801263,131583107.00288098,152.08268345539577,595884718.8081144,688.7021238760111,788866925.7380131,911.7406687866239,259878442.79838628,300.3553623148317,603740116.2150142,697.7782555140878,1021230128.4485656,1180.3021996455152,0,0,7899532149.794245,9129.964375428211,865231,234.989,7899532149.794245,9129.964375428211
2015,Colorado,10439887402.733423,11967.961140694184,777517385.1227684,891.3163781783294,4733589593.978815,5426.437684543528,4928780423.631839,5650.196207464994,8855857728.281296,10049.81663993707,5525540838.736985,6334.309845388462,1530014123.5195196,1753.9563580148965,4977537910.167967,5696.265417537923,3467346156.768312,3974.855358474974,965915234.7440388,1107.2916178500984,3446474782.6909113,3950.929371837287,1879740085.403965,2154.8715389256336,512040029.1626308,586.9856549122305,442873165.1107115,507.69617443277184,539868527.9324985,618.8905939315904,143133057.09090763,164.07943766889898,620201577.1158271,710.9746615407889,814967369.9321711,934.2548821396484,257584280.58638728,295.28646116589186,627846804.9224083,719.7471609576965,1003739165.0056616,1150.654071597365,0,0,7858012552.351034,9008.172015864793,872320,236.6704167,7858012552.351034,9008.172015864793
2016,Colorado,10867289724.266752,12339.686280429507,770938421.1190695,875.3904835820034,4713678196.554122,5352.328597824373,5382673106.59356,6111.96719902313,9200303876.211737,10339.529604722135,5709805269.013271,6483.422861885235,1695571239.216196,1925.2996882383281,5169190308.458391,5855.950254574766,3574575573.8800097,4058.885812469571,1016947077.0523856,1154.7327443796357,3599272332.440555,4086.9301858765393,1977425291.0244024,2245.342466313921,555490249.1063231,630.7554296114777,477054553.3788791,541.6872771814919,560696330.1303891,636.6623500017787,141824402.65809587,161.0418716280768,660931477.7625873,750.4812547801552,835700730.0125115,948.9300226276149,267665564.23815808,303.9310317824865,655399274.2599343,744.1963778749355,950510960.735732,1079.2926240018617,0,0,7730760351.798739,8778.191241592955,880678,238.2429167,7730760351.798739,8778.191241592955
2017,Colorado,11008572287.877817,12432.15708807835,739529707.077976,835.1671485428508,4748785765.468889,5362.8781968917465,5520256815.330952,6234.111742643751,9302149330.374807,10398.614452254953,5775031668.679183,6521.837204212375,1685813587.6692073,1903.8117414529006,5187522567.944732,5844.272366343037,3578844635.611823,4041.641605185307,1049372075.7182444,1185.0705700267267,3684089181.471447,4160.495332143517,2008700075.9820635,2268.451286429053,578515824.7930853,653.3297455647735,521713899.57059,589.1799014987552,539761940.3139365,609.5666392510198,148737313.2172242,167.97060475656818,699634038.066368,790.1106558506383,842539450.900066,951.4977119102973,279156246.73494864,315.25762898548777,652546292.6683136,736.9333929461353,1240554725.3570712,1400.9812830078092,0,0,9698753541.49597,10952.957733756857,885492,242.6751667,9698753541.49597,10952.957733756857
2018,Colorado,11409769600.206947,12827.031851629075,719514320.3895918,808.890994946228,4705905198.975141,5290.446753807961,5984350080.842215,6727.694102874887,9506040522.16063,10577.803723388606,5779512939.176404,6497.411862308897,1806646606.0475998,2031.056182901002,5267651818.828927,5907.128285646925,3580487583.5877347,4025.2319547397246,1111073966.0583198,1249.0815633041352,3808067818.2153416,4281.082678206919,2010530891.436597,2260.2704779119135,635361247.4897383,714.2793134890169,555293325.5481468,624.2712031624361,546180535.7582573,614.0272205564388,149622282.78755417,168.20660912661228,723351666.5054618,813.2042507803321,868013705.0837963,975.8326588522618,284355538.22469133,319.6786150891765,681250764.3074337,765.8724890431082,1899246817.236022,2135.1653219160003,0,0,9535615356.153894,10720.078955493358,889510,248.1315,9535615356.153894,10720.078955493358
2019,Colorado,12428603838.052538,13966.517022002809,723966998.6932247,813.5459391435139,5341759804.333365,6002.746959623854,6362877035.025949,7150.213964704641,10066619461.196543,11204.524241234989,6100268855.306913,6855.108644955386,2115856381.6543162,2377.6752435301673,5532043308.166452,6202.097968049307,3734756420.703967,4196.8954148436205,1202221486.0945034,1350.9830111343688,4097825359.0665936,4604.892487376816,2171154344.0658503,2439.814976435716,708015057.7774843,795.626290811752,627173469.6685491,704.7785498645028,584380658.672207,656.6880650557947,159626073.7308061,179.3793368720256,757710590.4526429,851.4677346211032,936544414.2206913,1052.4339494438059,303077734.72134495,340.58506214228123,729312417.6003523,819.5597893773025,1885376587.2974482,2118.673342245245,0,0,10704284661.475662,12028.828064496041,889886,253.2578333,10704284661.475662,12028.828064496041
2020,Colorado,12918630000,14495.981202598332,834034000,935.8686785152836,5353295000,6006.926716839451,6731301000,7553.185807243598,10436591000,11710.887838354913,6380407000,7159.448017082835,2221767000,2493.0424254393297,5674127000,6366.931968262553,3861267000,4332.723659568643,1253610000,1406.6744689947227,4347267000,4878.0637509299395,2318047000,2601.078112674444,759407000,852.1297999185356,696205000,781.2109018645918,635699000,713.3171825890638,180750000,202.81938583035884,784631000,880.433623919559,960480000,1077.7536027792146,306184000,343.56874595343066,783318000,878.9603079937208,1928521000,2163.991395745225,0,0,10836977000,12160.160549918255,891187,257.27275,10836977000,12160.160549918255
2002,Connecticut,9427484839.897102,17158.046754460604,416767414.91734934,758.5190055503236,3595613147.983982,6544.022398452941,5415104276.99577,9855.50535045734,8172485261.624417,14441.448675034339,5256024521.497936,9565.9688167276,1428304182.375434,2599.5185215248794,5155828217.062052,9043.774927681237,3673838985.307513,6686.400844544171,985263178.9527102,1793.1742204923898,2667310011.470568,4854.512971519267,1339706089.6941614,2438.266989323991,382193711.7250339,695.5894651785612,446484944.53760797,812.5968230565767,294880779.45979774,536.6772137349527,159767099.7203429,290.7783741317533,452900638.61451805,824.2787868383014,732729157.2015473,1333.5633117056007,381915019.63481474,695.0840650149514,198632372.30193967,361.5055170277819,783084341.5026969,1425.2140213750768,0,0,3262734940.223529,5938.177562326814,549450,178.1666667,3262734940.223529,5938.177562326814
2003,Connecticut,9660511109.121227,17430.821628080026,495920511.68121904,894.8019477378972,3506615690.160795,6327.122362060843,5657974907.279213,10208.897318281286,8371849082.811432,14654.33872597971,5284951908.106731,9535.831961331594,1448451115.9949749,2613.4936507091675,5257965997.032086,9124.346268065654,3729078498.6606417,6728.520128359613,1009087987.5764792,1820.7295300817848,2757379420.234336,4975.241247215186,1388067667.4343383,2504.546865213574,395284256.4966758,713.2192623288234,467017329.332842,842.6527342423407,292109065.07123536,527.0588621615378,175265721.61772627,316.243794546475,464322976.8501536,837.792444499054,761038014.1781085,1373.173139971045,397338576.63816965,716.9351233825572,200287736.5461008,361.385148412176,762768785.9616916,1376.2955935561217,0,0,3138476999.605331,5662.873344645485,554220,182.0916667,3138476999.605331,5662.873344645485
2004,Connecticut,9882169691.38399,17696.37933599989,495955692.0858739,888.1249325819415,3484602671.8514485,6240.015597356381,5901611327.446668,10568.238806061565,8582267816.591101,14913.65884283592,5355406061.380541,9590.134650085545,1551676432.1133168,2778.642467215088,5387109602.7743,9281.87735980063,3779696923.80239,6768.444817430429,1083311695.930383,1939.9238557900724,2826056776.3746123,5060.733435841263,1400991299.7297256,2508.8015637502886,421214461.92382824,754.2827385580589,489461262.9645746,876.4991026734425,299430783.27352893,536.1982051020817,171765070.58510095,307.5799232628988,481751720.3486771,862.6891097143578,776451993.5215065,1390.427138949613,404106106.2820232,723.6491605827517,203089839.39920112,363.6769717393412,812829367.3671838,1455.5649635974682,0,0,3474999266.3372583,6222.818769287211,558429,186.1083333,3474999266.3372583,6222.818769287211
2005,Connecticut,10414775354.51878,18641.819733776734,538914611.0824205,964.6184756911841,3873284868.1742306,6932.943657929056,6002575875.262129,10744.244179564424,8931895216.88315,15530.87280936359,5465215368.741524,9782.403766431926,1852746286.874022,3316.3088242827334,5606915348.06338,9667.523498304643,3793370610.6285863,6789.906987636932,1281726935.439489,2294.2099527516953,2952708749.482264,5285.1767840506,1413950634.7000523,2530.8820939227962,495911007.90949404,887.6513801643192,519484277.8821075,929.8457216353678,297868698.9553991,533.1732817944705,178370405.09650496,319.27588536776216,505908006.9431403,905.5410293948879,819572742.7660407,1466.9914986828378,421340830.1264998,754.1701714267085,210163787.71257174,376.1791957485655,666705488.781951,1193.359046948357,0,0,3185125220.907668,5701.188297065728,558678,191.7,3185125220.907668,5701.188297065728
2006,Connecticut,10717075147.44572,19260.00297768441,501867760.9178791,901.9213370876015,4071671197.496054,7317.327134215669,6143536189.031787,11040.75450638114,9120558121.494062,15935.71100473996,5487132781.6127615,9861.104040416185,1990711081.340307,3577.5665580190894,5698975601.782519,9876.596659916793,3796326742.2713814,6822.507351284294,1380050990.8641474,2480.138191206779,3045429994.7613735,5473.045878088543,1431605979.930196,2572.7835385376306,532934471.95820636,957.7490819825326,552827874.7777275,993.5062547030525,296115945.57682467,532.1546681552959,181681354.00843105,326.50889578578153,516827579.1468474,928.8071099939166,857719522.852977,1541.4380478923572,435018013.0176319,781.7824095745348,205239705.38093415,368.84849198360513,780309446.835704,1402.3148420596797,0,0,3034378247.9957476,5453.182219029332,556442,198.9416667,3034378247.9957476,5453.182219029332
2007,Connecticut,11038949881.120415,19854.36451019538,487230311.4503312,876.3145072803167,4158441566.303059,7479.264407175962,6393278003.367023,11498.785595739104,9360072253.778563,16359.782483428215,5530605334.750039,9947.198183950479,1983514266.4162323,3567.4989968007762,5811390498.907462,10068.718064347026,3889251271.762562,6995.100767948478,1383510329.6266265,2488.340444792565,3155493537.356941,5675.38553951997,1463111460.2840598,2631.51483763816,544680312.7841578,979.646109758368,567399904.5707749,1020.5098637512738,306079853.0880105,550.5010658976444,187591352.34454614,337.39696695931644,523101427.27032214,940.8368875053891,904069592.5031356,1626.0421295048795,456437544.32982874,820.942986215901,210813863.25032336,379.16824417476676,1150997838.2150486,2070.148702048385,0,0,2926580888.061456,5263.672504225621,555996,204.112,2926580888.061456,5263.672504225621
2008,Connecticut,11122716101.6775,20175.31777643799,469849336.5960582,852.2484953161315,4278989196.6705084,7761.595240830671,6373877568.410933,11561.474040291188,9555369098.853714,16830.336926739856,5544764709.557642,10057.56044122371,2135680791.4840043,3873.882209012017,5929573931.689451,10341.65137541099,3892291301.5473533,7060.16105149657,1480982143.4685662,2686.3274128063526,3244526295.3695126,5885.197408566542,1484035133.5292227,2691.8694648272894,595433936.8976871,1080.0438484486308,581896016.4018064,1055.4935302857089,304493220.8704956,552.3213905514823,202884072.3708452,368.0116999867727,541637140.70147,982.4624105624421,922881705.2505149,1674.0035508942572,469177241.2522911,851.0331330308384,221556898.5220895,401.88384687789346,1003998630.257837,1821.1353091518488,10992951.870476747,19.944095101660963,2608000959.6060634,4730.615391160881,551303,211.684,2618993911.47654,4750.559486262542
2009,Connecticut,11388782912.92687,20823.301208063458,483046709.6157629,883.2070592100664,4322778852.058232,7903.785070322893,6582957351.252874,12036.309078530498,9816647259.70381,17416.65910627047,5634245688.579627,10301.681209174325,2216496378.2619104,4052.6508695340635,6058081519.989934,10633.794774526237,3944011894.603545,7211.24756243616,1526335647.5959094,2790.753561765995,3362214466.2706,6147.486937653131,1520618437.6398349,2780.3019745926267,629891509.4015903,1151.7001833736304,607778971.3555496,1111.2602119023627,309239931.2215726,565.4164831611073,220089810.35515642,402.41007770490137,557310510.2191932,1018.9937921081074,959229171.5547045,1753.8530365879194,494007691.806182,903.2472584690942,214558379.75824177,392.2940919545309,914603770.9080467,1672.2659335040669,0,0,3083133117.211447,5637.21695974967,546925,214.6485833,3083133117.211447,5637.21695974967
2010,Connecticut,11328005811.25716,20856.81545607101,971559473.1754217,1788.8037216068371,3843639076.161514,7076.808661450506,6512807261.920224,11991.203073013668,9902182794.272146,17692.2827703307,5714471423.572158,10521.329667990653,2248950699.524969,4140.705616325437,6222668622.682577,11006.247126006676,4035321288.2041264,7429.7197564340695,1566947100.5786622,2885.0191225849044,3285940084.3609776,6049.979090205199,1507246326.792178,2775.1008589593316,622292143.1128234,1145.744492232739,604175391.401553,1112.3927677118602,303164802.1065665,558.1844314919612,201339969.4243346,370.70263770840165,553588777.493924,1019.2571868167228,913070518.2763332,1681.1168189100636,485496662.3422223,893.885561865106,225103963.31604406,414.45155464219505,976909991.8280952,1798.6549427286625,0,0,2944767372.135831,5421.827250866057,543132,216.7613333,2944767372.135831,5421.827250866057
2011,Connecticut,11159066651.951654,21049.604509634515,926572008.2807443,1747.817146082055,3707308691.9527316,6993.1772279779325,6525185951.718178,12308.61013557453,9941459073.688667,18174.593631544878,5665153450.77198,10686.309585603136,2333135307.865258,4401.0413044609095,6242593802.271706,11284.692645930041,4007184540.6930323,7558.845670625926,1627209488.3338873,3069.4364927975394,3310437667.786834,6244.558308662386,1493713830.7217472,2817.6235498168867,644498916.8024256,1215.7361764405857,607497997.5613853,1145.9426644447003,304078356.1909784,573.5939690227137,196340077.39312768,370.35833454144824,556851440.0320048,1050.405739319767,923864992.9580424,1742.708032897764,494977635.3753223,933.6875249114404,226827168.27597272,427.87368159558633,600659467.0213182,1133.036043667072,106856113.01341046,201.5597522522497,3524258127.8742785,6647.887298445511,530132,221.0613333,3631114240.887689,6849.4470506977605
2012,Connecticut,11155947061.725044,21353.094995089064,576114766.7735279,1102.711367909085,4223341689.224731,8083.712216918218,6356490605.726785,12166.67141026176,9907381077.708097,18399.04324933477,5515313797.155394,10556.613093898795,2508436870.95672,4801.2880334295005,6202054710.172552,11394.322341987707,3882572185.72885,7431.455836759266,1745789510.0514822,3341.532126763596,3315068094.088862,6345.217359697828,1468710285.2186408,2811.188706117462,697334666.4311908,1334.7337879333868,627331098.6471312,1200.7459846146069,291277341.7350205,557.5231252430747,201641977.33609897,385.9540664832665,567361635.617558,1085.9558262232836,894631735.0831782,1712.3779197749097,503549251.7924355,963.8167460399421,229275053.87743977,438.84369131874473,720634140.3219461,1379.336090194174,63879089.42292691,122.26344655212948,3248949279.4243984,6218.668926439276,522451,227.5535,3312828368.8473253,6340.932372991406
2013,Connecticut,11237584813.72826,21702.052720307238,483152758.50651675,933.0652280926946,4303407707.050848,8310.750467181371,6451024348.170895,12458.23702503317,9883058606.32175,18491.545152155024,5527684595.298504,10675.084986098413,2449529993.1688485,4730.536969510097,6184423799.7115345,11435.722330669361,3888057532.7914276,7508.629473305573,1709760113.8928208,3301.8916779449164,3298496045.005302,6370.06952356928,1468027517.7345147,2835.0644199139592,685514247.1364177,1323.8632194534357,621013899.2451353,1199.3010851295942,294310425.3817804,568.3738056324605,206309718.02367017,398.42537903780567,566920599.2630839,1094.84145360478,876178925.5093625,1692.0792510880567,508900195.30502784,982.7877903256874,224862282.2772417,434.24964010996655,541831386.0075499,1046.386416437655,30524004.941465873,58.951034203785404,3255978362.0940843,6287.958360311084,517812,231.3886667,3286502367.03555,6346.90939451487
2014,Connecticut,11513566750.737267,22527.823640542745,460477374.4334841,900.9894489210133,4534332452.465859,8872.022684966103,6518756923.837924,12754.81150665563,10249184975.529705,19427.432400580452,5547919580.315461,10855.239560053873,2732346985.650392,5346.202828366434,6447864562.459306,12076.84965435616,3915090653.7582607,7660.397430294609,1907466757.8493035,3732.2170021256306,3425120778.231108,6701.699549691686,1477792394.7110288,2891.4978845286373,762504540.4891292,1491.9452479903314,642904335.8721045,1257.925569143662,296358141.97579455,579.8651822425729,217667314.29343498,425.899393067335,591321471.9242177,1157.0042405070024,922680199.2242188,1805.3509708752322,512167531.6142457,1002.118795049981,242021783.32709187,473.5463470949703,489706021.760593,958.1723627276169,74148382.54769371,145.07577845133173,2966964441.08022,5805.264589023315,511082,234.989,3041112823.627914,5950.340367474647
