year,state,all_instruction_pp,cpi
2016,Mississippi,4951.49,238.2429167
2016,Missouri,6156.03,238.2429167
2016,Montana,6700.63,238.2429167
2016,Nebraska,8008.36,238.2429167
2016,Nevada,5182.68,238.2429167
2016,New Hampshire,9610.42,238.2429167
2016,New Jersey,10715.87,238.2429167
2016,New Mexico,5418.47,238.2429167
2016,New York,15746.5,238.2429167
2016,North Carolina,5513.09,238.2429167
2016,North Dakota,8005.33,238.2429167
2016,Ohio,7070.55,238.2429167
2016,Oklahoma,4527.62,238.2429167
2016,Oregon,6326.99,238.2429167
2016,Pennsylvania,9461.16,238.2429167
2016,Rhode Island,9035.21,238.2429167
2016,South Carolina,5629.22,238.2429167
2016,South Dakota,5360.19,238.2429167
2016,Tennessee,5405.79,238.2429167
2016,Texas,5513.67,238.2429167
2016,Utah,4466.54,238.2429167
2016,Vermont,10720.19,238.2429167
2016,Virginia,6965.57,238.2429167
2016,Washington,6538.32,238.2429167
2016,West Virginia,6507.46,238.2429167
2016,Wisconsin,6697.24,238.2429167
2016,Wyoming,9750.12,238.2429167
2017,United States,7405.7,242.6751667
2017,Alabama,5427.47,242.6751667
2017,Alaska,9538.24,242.6751667
2017,Arizona,4308.04,242.6751667
2017,Arkansas,5611.34,242.6751667
2017,California,7222.54,242.6751667
2017,Colorado,5512.67,242.6751667
2017,Connecticut,11861.35,242.6751667
2017,Delaware,9532.25,242.6751667
2017,District of Columbia,12195.43,242.6751667
2017,Florida,5593.08,242.6751667
2017,Georgia,6154.88,242.6751667
2017,Hawaii,8372.65,242.6751667
2017,Idaho,4434.62,242.6751667
2017,Illinois,9390.83,242.6751667
2017,Indiana,5813.74,242.6751667
2017,Iowa,6947.85,242.6751667
2017,Kansas,6735.5,242.6751667
2017,Kentucky,5795.03,242.6751667
2017,Louisiana,6244.68,242.6751667
2017,Maine,7766.91,242.6751667
2017,Maryland,9480.98,242.6751667
2017,Massachusetts,10057.44,242.6751667
2017,Michigan,6947.18,242.6751667
2017,Minnesota,8199.53,242.6751667
2017,Mississippi,4971.17,242.6751667
2017,Missouri,6299.58,242.6751667
2017,Montana,6753.19,242.6751667
2017,Nebraska,8207.58,242.6751667
2017,Nevada,5471.8,242.6751667
2017,New Hampshire,9826.01,242.6751667
2017,New Jersey,11076.24,242.6751667
2017,New Mexico,5493.15,242.6751667
2017,New York,16112.79,242.6751667
2017,North Carolina,5712.39,242.6751667
2017,North Dakota,8255.89,242.6751667
2017,Ohio,7436.03,242.6751667
2017,Oklahoma,4447.18,242.6751667
2017,Oregon,6567.72,242.6751667
2017,Pennsylvania,9718.54,242.6751667
2017,Rhode Island,9307.63,242.6751667
2017,South Carolina,5797.62,242.6751667
2017,South Dakota,5888.67,242.6751667
2017,Tennessee,5584.39,242.6751667
2017,Texas,5541.74,242.6751667
2017,Utah,4593.79,242.6751667
2017,Vermont,11038.63,242.6751667
2017,Virginia,7235.7,242.6751667
2017,Washington,6933.19,242.6751667
2017,West Virginia,6623.38,242.6751667
2017,Wisconsin,7028.75,242.6751667
2017,Wyoming,9778.71,242.6751667
2018,United States,7607.56,248.1315
2018,Alabama,5520.6,248.1315
2018,Alaska,9495.44,248.1315
2018,Arizona,4459.49,248.1315
2018,Arkansas,5723.21,248.1315
2018,California,7187.87,248.1315
2018,Colorado,5697.24,248.1315
2018,Connecticut,12322.07,248.1315
2018,Delaware,9723.3,248.1315
2018,District of Columbia,13365.09,248.1315
2018,Florida,5771.76,248.1315
2018,Georgia,6572.44,248.1315
2018,Hawaii,9047.22,248.1315
2018,Idaho,4620.05,248.1315
2018,Illinois,9581.85,248.1315
2018,Indiana,5931.29,248.1315
2018,Iowa,7090.61,248.1315
2018,Kansas,7139.86,248.1315
2018,Kentucky,6516.57,248.1315
2018,Louisiana,6427.07,248.1315
2018,Maine,7932.85,248.1315
2018,Maryland,9277.18,248.1315
2018,Massachusetts,10676.7,248.1315
2018,Michigan,7179.04,248.1315
2018,Minnesota,8421.8,248.1315
2018,Mississippi,5043.33,248.1315
2018,Missouri,6527.35,248.1315
2018,Montana,6881.32,248.1315
2018,Nebraska,8216.18,248.1315
2018,Nevada,5429.42,248.1315
2018,New Hampshire,10585.98,248.1315
2018,New Jersey,11266.25,248.1315
2018,New Mexico,5372.58,248.1315
2018,New York,16668.24,248.1315
2018,North Carolina,5896.17,248.1315
2018,North Dakota,8199.34,248.1315
2018,Ohio,7680.49,248.1315
2018,Oklahoma,4556,248.1315
2018,Oregon,6953.45,248.1315
2018,Pennsylvania,10107.77,248.1315
2018,Rhode Island,9398.31,248.1315
2018,South Carolina,5928.18,248.1315
2018,South Dakota,5959.89,248.1315
2018,Tennessee,5807.19,248.1315
2018,Texas,5695.09,248.1315
2018,Utah,4828,248.1315
2018,Vermont,11558.85,248.1315
2018,Virginia,7455.92,248.1315
2018,Washington,7555.59,248.1315
2018,West Virginia,6509.85,248.1315
2018,Wisconsin,7148.58,248.1315
2018,Wyoming,9642.05,248.1315
2019,United States,7963.02,253.2578333
2019,Alabama,5715.38,253.2578333
2019,Alaska,9789.19,253.2578333
2019,Arizona,4705.45,253.2578333
2019,Arkansas,5842.19,253.2578333
2019,California,8372.97,253.2578333
2019,Colorado,6105.31,253.2578333
2019,Connecticut,12662.44,253.2578333
2019,Delaware,10064.22,253.2578333
2019,District of Columbia,10957.28,253.2578333
2019,Florida,5899.93,253.2578333
2019,Georgia,6757.64,253.2578333
2019,Hawaii,9378.33,253.2578333
2019,Idaho,4753.1,253.2578333
2019,Illinois,9756.23,253.2578333
2019,Indiana,5963.76,253.2578333
2019,Iowa,7147.52,253.2578333
2019,Kansas,7266.04,253.2578333
2019,Kentucky,6605.11,253.2578333
2019,Louisiana,6561.58,253.2578333
2019,Maine,8247.2,253.2578333
2019,Maryland,9489.11,253.2578333
2019,Massachusetts,11073.37,253.2578333
2019,Michigan,7363.64,253.2578333
2019,Minnesota,8682.73,253.2578333
2019,Mississippi,5258.33,253.2578333
2019,Missouri,6332.37,253.2578333
2019,Montana,7087.13,253.2578333
2019,Nebraska,7910.08,253.2578333
2019,Nevada,5432.93,253.2578333
2019,New Hampshire,10915.08,253.2578333
2019,New Jersey,11825.64,253.2578333
2019,New Mexico,5751,253.2578333
2019,New York,17355.2,253.2578333
2019,North Carolina,6205.76,253.2578333
2019,North Dakota,8425.5,253.2578333
2019,Ohio,7994.05,253.2578333
2019,Oklahoma,5243.17,253.2578333
2019,Oregon,7228.34,253.2578333
2019,Pennsylvania,10339.75,253.2578333
2019,Rhode Island,9688.9,253.2578333
2019,South Carolina,6074.38,253.2578333
2019,South Dakota,6008.91,253.2578333
2019,Tennessee,5984.09,253.2578333
2019,Texas,5804.18,253.2578333
2019,Utah,5067.77,253.2578333
2019,Vermont,11912.95,253.2578333
2019,Virginia,7672.09,253.2578333
2019,Washington,8491.38,253.2578333
2019,West Virginia,6918.95,253.2578333
2019,Wisconsin,7399.85,253.2578333
2019,Wyoming,9693.64,253.2578333
2020,United States,8182.635069,257.27275
2020,Alabama,5883.155319,257.27275
2020,Alaska,9752.940909,257.27275
2020,Arizona,4801.302316,257.27275
2020,Arkansas,5810.195922,257.27275
2020,California,8316.382617,257.27275
2020,Colorado,6350.612161,257.27275
2020,Connecticut,12879.9485,257.27275
2020,Delaware,9827.201657,257.27275
2020,District of Columbia,11520.02119,257.27275
2020,Florida,6082.452109,257.27275
2020,Georgia,7110.756316,257.27275
2020,Hawaii,9805.608323,257.27275
2020,Idaho,4974.714964,257.27275
2020,Illinois,10539.99902,257.27275
2020,Indiana,6213.152227,257.27275
2020,Iowa,7194.168451,257.27275
2020,Kansas,7789.713527,257.27275
2020,Kentucky,6664.773581,257.27275
2020,Louisiana,6626.111736,257.27275
2020,Maine,8828.491683,257.27275
2020,Maryland,9782.672884,257.27275
2020,Massachusetts,11713.5599,257.27275
2020,Michigan,7534.643523,257.27275
2020,Minnesota,8885.405917,257.27275
2020,Mississippi,5545.95353,257.27275
2020,Missouri,6364.121417,257.27275
2020,Montana,7130.524346,257.27275
2020,Nebraska,8007.154788,257.27275
2020,Nevada,5748.276857,257.27275
2020,New Hampshire,11228.18357,257.27275
2020,New Jersey,12074.42433,257.27275
2020,New Mexico,6580.14345,257.27275
2020,New York,17813.10174,257.27275
2020,North Carolina,6270.274545,257.27275
2020,North Dakota,8616.288782,257.27275
2020,Ohio,8212.903418,257.27275
2020,Oklahoma,5423.848765,257.27275
2020,Oregon,7460.016019,257.27275
2020,Pennsylvania,10576.70493,257.27275
2020,Rhode Island,10023.38855,257.27275
2020,South Carolina,6392.555774,257.27275
2020,South Dakota,6030.511508,257.27275
2020,Tennessee,5977.342429,257.27275
2020,Texas,6147.209777,257.27275
2020,Utah,5281.256591,257.27275
2020,Vermont,12456.51896,257.27275
2020,Virginia,7827.81148,257.27275
2020,Washington,8592.082092,257.27275
2020,West Virginia,7137.745459,257.27275
2020,Wisconsin,7559.675491,257.27275
2020,Wyoming,9898.752043,257.27275
