year,state,total_revenue,total_revenue_pp,federal_revenue,federal_revenue_pp,state_revenue,state_revenue_pp,local_revenue,local_revenue_pp,current_spending,current_spending_pp,total_salary,total_salary_pp,total_benefits,total_benefits_pp,all_instruction,all_instruction_pp,instructional_staff_salary,instructional_staff_salary_pp,instructional_staff_benefits,instructional_staff_benefits_pp,all_support_services,all_support_services_pp,support_services_staff_salary,support_services_staff_salary_pp,support_services_staff_benefits,support_services_staff_benefits_pp,ss_pupil_support_services,ss_pupil_support_services_pp,ss_instructional_staff_support_services,ss_instructional_staff_support_services_pp,ss_general_administration,ss_general_administration_pp,ss_school_administration,ss_school_administration_pp,ss_operation_and_maintenance_of_plant,ss_operation_and_maintenance_of_plant_pp,ss_pupil_transportation,ss_pupil_transportation_pp,ss_other_nonspecified_support_services,ss_other_nonspecified_support_services_pp,total_capital_outlay,total_capital_outlay_pp,short_term_debt,short_term_debt_pp,long_term_debt,long_term_debt_pp,enrollment,cpi
2005,Michigan,18272891000,10486.49,1513264000,868.44,10990030000,6306.98,5769597000,3311.07,16590394000,9328.76,9386686000,5386.85,4061411000,2330.77,9269314000,5319.49,6013922000,3451.28,2563856000,1471.35,6479470000,3718.45,3225842000,1851.25,1433317000,822.56,1175223000,674.44,797502000,457.67,345633000,198.35,977904000,561.2,1719846000,986.99,710519000,407.75,752843000,432.04,1937442000,1111.86,960005000,550.93,18641829000,10698.21,1742518,191.7
2005,Minnesota,8499167000,10359.66,529037000,644.84,5912340000,7206.57,2057790000,2508.25,7441979000,8661.63,4700552000,5729.52,1342347000,1636.19,4637773000,5652.99,3294468000,4015.64,956454000,1165.82,2157574000,2629.87,1042439000,1270.63,311551000,379.75,200024000,243.81,325451000,396.69,175698000,214.16,300424000,366.19,549912000,670.29,392910000,478.92,213155000,259.82,937357000,1142.55,525753000,640.84,8879986000,10823.84,820410,191.7
2005,Mississippi,3633287000,7349.15,552628000,1117.82,1958500000,3961.51,1122159000,2269.82,3263223000,6574.52,2046447000,4139.4,579277000,1171.72,1935459000,3914.91,1380969000,2793.32,374822000,758.16,1096574000,2218.07,574792000,1162.65,167191000,338.18,149707000,302.82,156710000,316.98,99415000,201.09,182811000,369.78,297894000,602.56,144357000,291.99,65680000,132.85,281713000,569.83,0,0,1514009000,3062.43,494382,191.7
2005,Missouri,8276004000,9153.61,694008000,767.6,3640728000,4026.8,3941268000,4359.21,7134911000,7716.89,4567637000,5052,1115414000,1233.69,4224716000,4672.71,3072931000,3398.79,722004000,798.57,2452665000,2712.75,1300998000,1438.96,331297000,366.43,339701000,375.72,321536000,355.63,213690000,236.35,403613000,446.41,690009000,763.18,336900000,372.63,147216000,162.83,708726000,783.88,15000,0.02,4879902000,5397.38,904125,191.7
2005,Montana,1285070000,8772.17,191687000,1308.5,578321000,3947.75,515062000,3515.93,1186254000,8057.54,701508000,4788.65,200603000,1369.36,721019000,4921.83,480979000,3283.27,134047000,915.03,412180000,2813.63,205061000,1399.79,60620000,413.81,63444000,433.08,45759000,312.36,35869000,244.85,66482000,453.82,117939000,805.08,53693000,366.52,28994000,197.92,59998000,409.56,0,0,265843000,1814.7,146494,191.7
2005,Nebraska,2828911000,9915.67,295968000,1037.4,878576000,3079.51,1654367000,5798.75,2366891000,8282.33,1417376000,4968.07,434740000,1523.82,1487488000,5213.82,979639000,3433.75,310175000,1087.2,751435000,2633.87,395560000,1386.48,114679000,401.96,107113000,375.44,83041000,291.07,82986000,290.88,128341000,449.85,219944000,770.93,67420000,236.32,62590000,219.39,264339000,926.54,0,0,1314025000,4605.81,285297,191.7
2005,Nevada,3375884000,8437.96,251421000,628.42,1996995000,4991.45,1127468000,2818.09,2707402000,6721.6,1636124000,4089.46,561404000,1403.22,1665706000,4163.4,1071798000,2678.94,372158000,930.2,926213000,2315.05,523485000,1308.44,175867000,439.58,104147000,260.31,102652000,256.58,48462000,121.13,186648000,466.52,264926000,662.18,97764000,244.36,121614000,303.97,584219000,1460.24,0,0,3996227000,9988.49,400083,191.7
2005,New Hampshire,2241399000,11085.33,125956000,622.94,878957000,4347.08,1236486000,6115.31,1977866000,9448.3,1161281000,5743.37,376502000,1862.07,1261140000,5931.25,848933000,4198.59,275664000,1363.36,651058000,3219.95,287139000,1420.11,95147000,470.57,136131000,673.27,61830000,305.79,68414000,338.36,110647000,547.23,170972000,845.58,85080000,420.78,17984000,88.94,163780000,810.01,0,0,1057483000,5230.02,202195,191.7
2005,New Jersey,22302901000,16213.04,937945000,681.84,9340953000,6790.38,12024003000,8740.82,19801433000,13799.79,11530356000,8381.96,3868166000,2811.95,11575456000,7966.36,7573790000,5505.75,2435466000,1770.46,7408034000,5385.25,3712383000,2698.71,1226295000,891.45,1898278000,1379.95,675779000,491.26,465764000,338.59,963086000,700.11,1909834000,1388.35,1043680000,758.7,451613000,328.3,2179605000,1584.46,6463000,4.7,8217459000,5973.66,1375615,191.7
2005,New Mexico,2982384000,9145.56,480888000,1474.66,2102670000,6447.89,398826000,1223.01,2500262000,7580.49,1543367000,4732.77,437572000,1341.83,1395996000,4280.86,1000309000,3067.47,278852000,855.11,955266000,2929.35,490622000,1504.5,140945000,432.21,244096000,748.53,107267000,328.94,61722000,189.27,158217000,485.18,240273000,736.8,108343000,332.24,35348000,108.4,466166000,1429.51,0,0,1013977000,3109.39,326102,191.7
2005,New York,43756488000,15791.41,3156023000,1138.99,19202847000,6930.17,21397618000,7722.25,40352759000,14119.37,23865099000,8612.75,8690494000,3136.34,27866708000,9721.6,18031919000,6507.59,6807291000,2456.7,11303872000,4079.49,5276987000,1904.43,1818585000,656.31,1216841000,439.15,1044568000,376.98,679276000,245.15,1678675000,605.82,3379668000,1219.7,2254881000,813.77,1049963000,378.92,3342778000,1206.38,1615187000,582.91,23903166000,8626.48,2770905,191.7
2005,North Carolina,11096985000,8161.94,1116670000,821.32,6440768000,4737.25,3539547000,2603.37,9780405000,7159.29,6624917000,4872.69,1442002000,1060.61,6160224000,4530.9,4587940000,3374.47,976971000,718.57,3039968000,2235.92,1846890000,1358.4,407030000,299.37,561273000,412.82,288146000,211.93,164862000,121.26,630953000,464.07,792007000,582.53,352510000,259.27,250217000,184.04,791873000,582.43,0,0,5643354000,4150.74,1359602,191.7
2005,North Dakota,924269000,9210.36,148482000,1479.63,341066000,3398.73,434721000,4332,824806000,8159.46,510536000,5087.5,139194000,1387.07,501563000,4998.09,357416000,3561.66,98243000,978.99,258404000,2575,133142000,1326.76,36846000,367.17,32571000,324.57,23205000,231.24,38498000,383.63,38340000,382.06,69387000,691.44,35558000,354.34,20845000,207.72,88341000,880.32,3560000,35.48,206480000,2057.58,100351,191.7
2005,Ohio,19359731000,10883.83,1413888000,794.87,8313858000,4673.96,9631985000,5415,17057815000,9260.18,10296523000,5788.59,3481141000,1957.06,9700668000,5271.62,6571653000,3694.51,2077627000,1168.02,6526386000,3669.06,3396666000,1909.57,1259038000,707.82,1004371000,564.65,1080099000,607.22,451508000,253.83,936873000,526.7,1525937000,857.87,749557000,421.39,778041000,437.41,2046199000,1150.35,250132000,140.62,9511100000,5347.04,1778761,191.7
2005,Oklahoma,4891247000,7775.3,678448000,1078.49,2440741000,3879.89,1772058000,2816.93,4339886000,6612.62,2415234000,3839.34,652633000,1037.45,2303527000,3661.77,1595095000,2535.62,434983000,691.46,1569038000,2494.2,729021000,1158.88,192419000,305.88,277650000,441.36,185656000,295.13,126036000,200.35,224065000,356.18,486844000,773.9,140137000,222.77,128650000,204.51,397131000,631.29,0,0,1153380000,1833.45,629075,191.7
2005,Oregon,4977525000,9035.41,498217000,904.38,2440758000,4430.56,2038550000,3700.46,4532366000,8114.58,2487230000,4514.92,1071935000,1945.82,2671228000,4772.83,1657495000,3008.75,681408000,1236.92,1680005000,3049.61,789064000,1432.34,368074000,668.14,306633000,556.61,171661000,311.61,62623000,113.68,283199000,514.07,374045000,678.98,197178000,357.93,284666000,516.74,364717000,662.05,0,0,5630258000,10220.28,550891,191.7
2005,Pennsylvania,21519566000,12208.24,1750988000,993.35,7667114000,4349.62,12101464000,6865.26,18843437000,10552.01,10899689000,6183.49,3687623000,2092.02,11284717000,6381.41,7608189000,4316.19,2449904000,1389.85,6638401000,3766.02,2984567000,1693.17,1027920000,583.15,914469000,518.79,710188000,402.9,553641000,314.09,779583000,442.26,1844223000,1046.24,1023705000,580.76,812592000,460.99,1914407000,1086.06,29111000,16.51,21979025000,12468.89,1762709,191.7
2005,Rhode Island,1893659000,12328.83,145957000,950.27,747359000,4865.75,1000343000,6512.82,1714890000,10371.31,1047206000,6817.92,393756000,2563.58,1023496000,6063.63,723258000,4708.83,264128000,1719.63,616544000,4014.06,319334000,2079.05,127905000,832.74,176898000,1151.71,82635000,538,20961000,136.47,86628000,564,139866000,910.61,66555000,433.31,43001000,279.96,20070000,130.67,0,0,468221000,3048.39,153596,191.7
2005,South Carolina,6326643000,9023.21,639308000,911.8,2832245000,4039.42,2855090000,4072,5379795000,7554.79,3332020000,4752.21,930674000,1327.35,3134658000,4438.67,2229508000,3179.78,608065000,867.24,1903030000,2714.15,974721000,1390.17,280202000,399.63,385211000,549.4,353578000,504.28,63242000,90.2,303565000,432.95,486307000,693.58,163621000,233.36,147506000,210.38,938347000,1338.29,0,0,6227613000,8881.97,701152,191.7
2005,South Dakota,1050217000,8409.14,176738000,1415.15,350316000,2805,523163000,4188.99,903177000,7197.22,548660000,4393.15,143974000,1152.81,539413000,4317.91,379171000,3036.04,96836000,775.37,316892000,2537.37,151549000,1213.46,41939000,335.81,47935000,383.82,39430000,315.72,31364000,251.13,42999000,344.29,92373000,739.63,30179000,241.64,32612000,261.13,124727000,998.69,0,0,501147000,4012.71,124890,191.7
2005,Tennessee,6777927000,7202.2,787269000,836.55,2962151000,3147.57,3028507000,3218.08,6406016000,6729.04,4057915000,4311.93,1116599000,1186.49,4120045000,4377.95,2860062000,3039.09,754986000,802.25,1907907000,2027.34,1020124000,1083.98,292761000,311.09,206014000,218.91,325918000,346.32,125755000,133.63,352746000,374.83,565492000,600.89,228539000,242.84,103443000,109.92,483208000,513.46,0,0,3538993000,3760.52,941091,191.7
2005,Texas,37649719000,8685.92,4095588000,944.87,13017433000,3003.17,20536698000,4737.88,31797471000,7266.86,21562862000,4974.62,3611462000,833.18,18950703000,4371.99,14534221000,3353.09,2297713000,530.09,10963041000,2529.21,6337291000,1462.03,1120843000,258.58,1544405000,356.3,1770543000,408.47,490263000,113.11,1751013000,403.96,3467880000,800.05,845990000,195.17,1092947000,252.15,5592231000,1290.15,1710634000,394.65,38092064000,8787.97,4334571,191.7
2005,Utah,3177411000,6510.35,326400000,668.78,1729443000,3543.54,1121568000,2298.04,2645843000,5257.15,1571918000,3220.78,627176000,1285.05,1632553000,3345.02,1088132000,2229.53,430253000,881.57,771298000,1580.35,435839000,893.01,172850000,354.16,90250000,184.92,123290000,252.61,27545000,56.44,157224000,322.14,228265000,467.7,87332000,178.94,57392000,117.59,467720000,958.33,0,0,1706362000,3496.25,488055,191.7
2005,Vermont,1250167000,13298.38,95016000,1010.71,1090494000,11599.89,64657000,687.77,1169185000,11835.27,679085000,7223.62,217495000,2313.56,739981000,7314.57,473934000,5041.37,151980000,1616.65,392627000,4176.48,192873000,2051.64,61940000,658.87,85373000,908.14,43854000,466.49,29459000,313.36,80059000,851.61,91982000,978.44,37984000,404.05,23916000,254.4,63280000,673.13,5781000,61.49,315313000,3354.07,94009,191.7
2005,Virginia,11983648000,9955.7,826830000,686.91,4871813000,4047.37,6285005000,5221.42,10774929000,8891.25,7127226000,5921.11,2089772000,1736.13,6565022000,5451.19,4736662000,3935.09,1370223000,1138.35,3699703000,3073.62,2163737000,1797.58,645975000,536.66,508514000,422.46,681314000,566.02,161411000,134.1,628778000,522.37,1033578000,858.67,518207000,430.51,167901000,139.49,1180309000,980.57,0,0,6180225000,5134.37,1203697,191.7
2005,Washington,9118935000,8940.79,796450000,780.89,5588494000,5479.32,2733991000,2680.58,7750603000,7560.33,5043966000,4945.43,1334206000,1308.14,4629347000,4538.91,3332913000,3267.8,844476000,827.98,2692637000,2640.03,1604677000,1573.33,447277000,438.54,494926000,485.26,345164000,338.42,97984000,96.07,465782000,456.68,723956000,709.81,314378000,308.24,250447000,245.55,1292543000,1267.29,0,0,7338217000,7194.86,1019925,191.7
2005,West Virginia,2693117000,9637,329159000,1177.86,1607433000,5752.01,756525000,2707.13,2550597000,9004.96,1414430000,5061.37,753365000,2695.83,1524187000,5454.12,930043000,3328.05,488421000,1747.76,852145000,3049.3,407175000,1457.03,226798000,811.57,88756000,317.6,86462000,309.39,66412000,237.65,138300000,494.89,255395000,913.9,177005000,633.39,39815000,142.47,137026000,490.33,0,0,271576000,971.8,279456,191.7
2005,Wisconsin,9449945000,10997.48,565072000,657.61,4770290000,5551.48,4114583000,4788.39,8454385000,9743.84,4646181000,5407.04,2249678000,2618.09,5128207000,5968.01,3320058000,3863.75,1500580000,1746.32,2944041000,3426.16,1244858000,1448.72,686030000,798.37,370428000,431.09,411075000,478.39,223647000,260.27,428151000,498.27,808455000,940.85,340143000,395.85,362142000,421.45,472358000,549.71,781315000,909.26,4894975000,5696.58,859283,191.7
2005,Wyoming,1130411000,13433.92,106484000,1265.47,585789000,6961.58,438138000,5206.88,864907000,10254.8,523124000,6216.86,180981000,2150.8,510498000,6066.81,342027000,4064.69,115741000,1375.48,324752000,3859.39,170204000,2022.72,60105000,714.29,50935000,605.32,45967000,546.28,18440000,219.14,47519000,564.72,92636000,1100.9,38099000,452.77,31156000,370.26,158464000,1883.2,0,0,85150000,1011.93,84146,191.7
2006,United States,521116397000,10771.21,47100781000,973.55,242785457000,5018.25,231230159000,4779.41,451487812000,9138.2,272653877000,5635.61,88150962000,1822.03,271842769000,5543.13,184369075000,3810.81,58463824000,1208.42,156003270000,3224.51,79434671000,1641.87,26520549000,548.17,23303366000,481.67,21678363000,448.08,8429874000,174.24,24521915000,506.86,43647946000,902.18,19309197000,399.11,15112609000,312.37,58808961000,1215.55,9971767000,206.11,312753032000,6464.44,48380507,198.9416667
2006,Alabama,6362217000,8559.82,730112000,982.3,3540436000,4763.36,2091669000,2814.16,5796074000,7646.15,3290656000,4427.3,1257885000,1692.38,3326656000,4468.72,2172915000,2923.47,784642000,1055.67,1983482000,2668.61,960179000,1291.84,385172000,518.22,292929000,394.11,280192000,376.97,153734000,206.84,351330000,472.68,528412000,710.93,262791000,353.56,114094000,153.5,666550000,896.79,0,0,2864535000,3853.99,743265,198.9416667
2006,Alaska,1625138000,12228.92,289855000,2181.12,918976000,6915.16,416307000,3132.65,1530668000,11460.31,840229000,6322.6,346879000,2610.21,871434000,6557.41,550187000,4140.08,222398000,1673.51,601197000,4523.92,270082000,2032.33,115506000,869.17,93131000,700.8,83139000,625.61,23169000,174.34,90314000,679.6,201223000,1514.17,53352000,401.47,56869000,427.93,236931000,1782.87,0,0,1112612000,8372.24,132893,198.9416667
2006,Arizona,8061138000,8025.5,963600000,959.34,3635388000,3619.31,3462150000,3446.84,6563231000,6471.82,4116291000,4098.09,1054783000,1050.12,3733989000,3717.48,2711755000,2699.77,675915000,672.93,2436340000,2425.57,1302521000,1296.76,350327000,348.78,426682000,424.8,182560000,181.75,90168000,89.77,331417000,329.95,785212000,781.74,297088000,295.77,323213000,321.78,1143569000,1138.51,0,0,4079027000,4060.99,1004441,198.9416667
2006,Arkansas,4234383000,8959.59,482038000,1019.95,3108910000,6578.19,643435000,1361.45,3774479000,7927.25,2336251000,4943.31,602247000,1274.3,2265821000,4788.04,1552172000,3284.26,400464000,847.35,1297593000,2745.6,695263000,1471.12,177313000,375.18,170169000,360.06,239092000,505.9,108671000,229.94,200557000,424.36,350007000,740.58,136316000,288.43,92781000,196.32,449548000,951.2,0,0,2450634000,5185.33,472609,198.9416667
2006,California,64206902000,10263.56,7421482000,1186.33,37439651000,5984.78,19345769000,3092.45,54726269000,8485.89,33256468000,5316.09,10973780000,1754.17,32387671000,5126.57,21766519000,3479.41,6779484000,1083.71,19079354000,3049.86,10037540000,1604.51,3701504000,591.69,2405481000,384.52,3393151000,542.4,477921000,76.4,3597480000,575.06,5203292000,831.75,1365513000,218.28,2636516000,421.45,10047331000,1606.08,0,0,36436898000,5824.49,6255811,198.9416667
2006,Colorado,7237022000,9284.79,520673000,668,3087795000,3961.51,3628554000,4655.28,6379835000,8057.44,3927684000,5039.05,893965000,1146.92,3562901000,4562.68,2546175000,3266.63,569715000,730.92,2518038000,3230.54,1259910000,1616.41,295631000,379.28,274007000,351.54,325628000,417.77,95015000,121.9,413677000,530.73,657657000,843.75,182019000,233.52,570035000,731.33,1024225000,1314.04,0,0,6168195000,7913.53,779449,198.9416667
2006,Connecticut,8287208000,14893.21,388080000,697.43,3148507000,5658.28,4750621000,8537.5,7052667000,12322.63,4243043000,7625.31,1539360000,2766.43,4406855000,7637.29,2935591000,5275.65,1067154000,1917.82,2354944000,4232.15,1107020000,1989.46,412103000,740.6,427486000,768.25,228978000,411.5,140489000,252.48,399648000,718.22,663250000,1191.95,336387000,604.53,158706000,285.22,603391000,1084.37,0,0,2346398000,4216.79,556442,198.9416667
2006,Delaware,1503177000,13142.99,109044000,953.42,969809000,8479.5,424324000,3710.07,1349940000,11633.36,747295000,6533.96,320722000,2804.22,817872000,7095.58,519702000,4544,224149000,1959.84,467410000,4086.79,206856000,1808.64,90862000,794.45,64609000,564.91,17413000,152.25,14793000,129.34,75510000,660.22,129773000,1134.67,78129000,683.12,87183000,762.28,227679000,1990.71,0,0,454013000,3969.65,114371,198.9416667
2006,District of Columbia,1092863000,18331.71,127371000,2136.52,0,0,965492000,16195.18,952124000,13445.9,525263000,8810.77,66992000,1123.73,478688000,5729.02,280891000,4711.67,25977000,435.74,433933000,7278.8,224043000,3758.1,38105000,639.17,54667000,916.99,69705000,1169.23,19272000,323.27,51475000,863.44,123886000,2078.07,73125000,1226.6,41803000,701.2,126807000,2127.06,0,0,0,0,59616,198.9416667
2006,Florida,25418734000,9541.66,2460004000,923.43,10215772000,3834.79,12742958000,4783.44,21140944000,7758.93,12574129000,4720.07,3628981000,1362.24,12211602000,4583.98,7938812000,2980.06,2196969000,824.7,7492039000,2812.36,4092044000,1536.07,1233670000,463.09,973340000,365.37,1396080000,524.06,208163000,78.14,1173798000,440.62,2325103000,872.8,875987000,328.83,539568000,202.54,4860930000,1824.69,0,0,14100983000,5293.22,2663973,198.9416667
2006,Georgia,16157870000,10113.32,1455212000,910.83,7136011000,4466.48,7566647000,4736.02,13724657000,8564.5,8852138000,5540.61,2581683000,1615.89,8583817000,5369.48,6105879000,3821.71,1756165000,1099.2,4432252000,2774.18,2474326000,1548.7,766925000,480.02,655634000,410.37,747392000,467.8,179375000,112.27,851824000,533.16,1020931000,639.01,562487000,352.06,414609000,259.51,1930006000,1208,356234000,222.97,3621557000,2266.76,1597682,198.9416667
2006,Hawaii,2705532000,14799.05,225393000,1232.88,2431735000,13301.4,48404000,264.77,1864980000,9876.06,1076075000,5886.05,383545000,2097.96,1077351000,5893.02,691902000,3784.65,244469000,1337.23,643718000,3521.09,310878000,1700.48,114782000,627.85,216531000,1184.41,65864000,360.27,13835000,75.68,121151000,662.69,141315000,772.98,34786000,190.28,50236000,274.79,74988000,410.18,0,0,0,0,182818,198.9416667
2006,Idaho,1874662000,7257.3,201040000,778.28,1046128000,4049.83,627494000,2429.19,1667833000,6440.4,1040843000,4029.37,342063000,1324.21,1027985000,3979.59,719855000,2786.74,231057000,894.48,557225000,2157.16,292153000,1131,98449000,381.12,90825000,351.61,70713000,273.75,35970000,139.25,95380000,369.24,152286000,589.54,80888000,313.14,31163000,120.64,189807000,734.79,12906000,49.96,1132102000,4382.66,258314,198.9416667
2006,Illinois,22093022000,10506.16,1886721000,897.22,7144629000,3397.57,13061672000,6211.38,19388389000,9148.8,12011814000,5712.12,3400941000,1617.29,11327481000,5386.69,8153879000,3877.51,2143000000,1019.09,7242674000,3444.2,3597769000,1710.89,1110861000,528.26,1210235000,575.52,891915000,424.14,654833000,311.4,980464000,466.25,1925642000,915.72,955243000,454.26,624342000,296.9,2021097000,961.12,110840000,52.71,15152183000,7205.5,2102863,198.9416667
2006,Indiana,11317028000,11028.2,740036000,721.15,5380185000,5242.87,5196807000,5064.18,9085817000,8792.94,5128483000,4997.6,2505272000,2441.33,5348450000,5211.94,3459076000,3370.79,1722242000,1678.29,3313154000,3228.6,1479795000,1442.03,732768000,714.07,406939000,396.55,287631000,280.29,166446000,162.2,513220000,500.12,995116000,969.72,518630000,505.39,425172000,414.32,985099000,959.96,717422000,699.11,2157158000,2102.1,1026190,198.9416667
2006,Iowa,4724109000,9771.01,397290000,821.73,2158255000,4463.98,2168564000,4485.3,4069015000,8359.61,2604236000,5386.42,786868000,1627.5,2425326000,5016.37,1732271000,3582.91,524147000,1084.11,1428006000,2953.59,789317000,1632.57,238776000,493.87,239188000,494.72,191857000,396.82,112630000,232.96,239962000,496.32,377385000,780.56,146193000,302.38,120791000,249.84,592789000,1226.08,2217000,4.59,1894314000,3918.07,483482,198.9416667
2006,Kansas,4646910000,9973.49,340728000,731.29,2640757000,5667.76,1665425000,3574.44,3915746000,8392.24,2421179000,5196.49,567381000,1217.75,2378494000,5102.78,1594761000,3422.78,369974000,794.06,1345794000,2888.43,744789000,1598.51,176141000,378.05,180592000,387.6,170255000,365.41,112131000,240.66,232284000,498.54,394582000,846.88,159712000,342.78,96238000,206.55,358866000,770.22,35164000,75.47,3432045000,7366.07,465926,198.9416667
2006,Kentucky,5999705000,8828.02,680251000,1000.93,3439085000,5060.3,1880369000,2766.79,5269627000,7661.95,3365386000,4951.86,1092464000,1607.46,3082253000,4535.25,2206156000,3246.16,708418000,1042.37,1830653000,2693.64,1007053000,1481.79,338876000,498.62,214381000,315.44,294819000,433.8,125253000,184.3,283340000,416.91,483582000,711.55,309087000,454.79,120191000,176.85,686124000,1009.57,0,0,3579385000,5266.74,679621,198.9416667
2006,Louisiana,6778539000,10455.66,1276913000,1969.59,2814302000,4340.96,2687324000,4145.1,5468389000,8402.32,3149963000,4858.71,1186475000,1830.1,3167501000,4885.76,2120992000,3271.56,775512000,1196.2,1962367000,3026.88,895634000,1381.48,350307000,540.34,223345000,344.5,272151000,419.78,129903000,200.37,281017000,433.46,611398000,943.06,301498000,465.05,143055000,220.66,454736000,701.41,0,0,2717207000,4191.2,648313,198.9416667
2006,Maine,2285272000,11708.9,201447000,1032.14,947857000,4856.47,1135968000,5820.28,2138662000,10586.32,1260496000,6458.32,449277000,2301.93,1376177000,6804.04,891483000,4567.63,323042000,1655.15,660506000,3384.19,323129000,1655.59,113356000,580.79,77884000,399.05,75164000,385.11,44242000,226.68,113880000,583.48,216341000,1108.45,95338000,488.48,37657000,192.94,115871000,593.68,0,0,828411000,4244.47,195174,198.9416667
2006,Maryland,10689764000,12429.65,663284000,771.24,4189334000,4871.2,5837146000,6787.21,9201229000,10669.81,5697389000,6624.71,1995747000,2320.58,5535192000,6436.11,3847723000,4473.99,1349988000,1569.72,3217615000,3741.32,1750783000,2035.74,604328000,702.69,396830000,461.42,495893000,576.61,97017000,112.81,638116000,741.98,851747000,990.38,479442000,557.48,258570000,300.66,1037525000,1206.39,49394000,57.43,2698601000,3137.83,860021,198.9416667
2006,Massachusetts,14042262000,14782.09,749362000,788.84,6175593000,6500.96,7117307000,7492.29,12016989000,11980.91,6892111000,7255.23,2711840000,2854.72,7613569000,7406.45,4695321000,4942.7,1995058000,2100.17,3989906000,4200.12,1988606000,2093.38,676233000,711.86,773594000,814.35,696540000,733.24,153589000,161.68,514082000,541.17,1118159000,1177.07,465142000,489.65,268800000,282.96,904979000,952.66,214526000,225.83,6145011000,6468.77,949951,198.9416667
2006,Michigan,18845848000,10899.55,1524718000,881.83,11172247000,6461.5,6148883000,3556.22,16901610000,9571.76,9299015000,5378.11,4324912000,2501.33,9400832000,5437,5967918000,3451.56,2743465000,1586.69,6627833000,3833.23,3185199000,1842.17,1514265000,875.78,1207906000,698.6,824686000,476.96,330473000,191.13,990939000,573.11,1788804000,1034.56,737963000,426.8,747062000,432.07,1842154000,1065.42,3674713000,2125.28,18323717000,10597.58,1729048,198.9416667
2006,Minnesota,9006444000,11009.78,558287000,682.47,6368364000,7784.91,2079793000,2542.41,7833177000,9138.04,4835780000,5911.42,1405869000,1718.58,4818788000,5890.65,3405687000,4163.23,999558000,1221.89,2317030000,2832.42,1075643000,1314.9,320058000,391.25,202564000,247.62,347882000,425.26,222432000,271.91,315319000,385.46,588064000,718.87,413709000,505.73,227060000,277.57,1063443000,1299.99,384288000,469.77,8133543000,9942.72,818040,198.9416667
2006,Mississippi,4269711000,8643.98,856762000,1734.5,2108733000,4269.11,1304216000,2640.37,3583253000,7221.02,2171136000,4395.44,640511000,1296.71,2096028000,4243.38,1470674000,2977.36,416505000,843.21,1244115000,2518.7,607301000,1229.47,184991000,374.51,160083000,324.09,168450000,341.03,102442000,207.39,194839000,394.45,391063000,791.7,156881000,317.6,70357000,142.44,413302000,836.73,0,0,1471656000,2979.35,493952,198.9416667
2006,Missouri,8778294000,9584.65,740742000,808.79,3830104000,4181.93,4207448000,4593.94,7570400000,8106.93,4804250000,5245.56,1204046000,1314.65,4483151000,4894.96,3254005000,3552.91,787570000,859.91,2619786000,2860.43,1359591000,1484.48,352016000,384.35,355782000,388.46,337621000,368.63,223648000,244.19,423804000,462.73,759203000,828.94,365079000,398.61,154649000,168.85,758141000,827.78,2015000,2.2,5523039000,6030.37,915870,198.9416667
2006,Montana,1365225000,9398.56,190226000,1309.56,626958000,4316.14,548041000,3772.85,1252968000,8581.24,731141000,5033.36,212575000,1463.42,753664000,5188.42,501186000,3450.29,141106000,971.41,442662000,3047.4,214017000,1473.35,65102000,448.18,67159000,462.34,49665000,341.91,37559000,258.57,68709000,473.01,130064000,895.39,58031000,399.5,31475000,216.68,97873000,673.78,0,0,306378000,2109.18,145259,198.9416667
2006,Nebraska,3016840000,10542.71,301764000,1054.55,948001000,3312.9,1767075000,6175.26,2505038000,8735.74,1483342000,5183.72,477069000,1667.18,1570629000,5488.75,1026620000,3587.65,338595000,1183.26,805633000,2815.38,411531000,1438.15,127506000,445.59,113369000,396.18,86715000,303.04,93551000,326.93,134930000,471.53,232170000,811.35,74085000,258.9,70813000,247.46,280954000,981.83,0,0,1534804000,5363.56,286154,198.9416667
2006,Nevada,3688834000,8937.28,258814000,627.05,2137351000,5178.36,1292669000,3131.87,3048568000,7344.51,1790812000,4338.76,603831000,1462.96,1840698000,4459.63,1160547000,2811.76,397753000,963.67,1088646000,2637.56,584344000,1415.74,194065000,470.18,111124000,269.23,83659000,202.69,52289000,126.69,205994000,499.08,303030000,734.18,136604000,330.96,195946000,474.74,760380000,1842.24,0,0,4860509000,11776,412747,198.9416667
2006,New Hampshire,2362887000,11753.08,130088000,647.06,925677000,4604.35,1307122000,6501.67,2097051000,10078.85,1211004000,6023.58,416064000,2069.52,1332640000,6306.89,884469000,4399.38,304918000,1516.67,696005000,3461.95,300674000,1495.56,104646000,520.51,146733000,729.86,65675000,326.67,71706000,356.67,116098000,577.48,185314000,921.76,90524000,450.27,19955000,99.26,201565000,1002.59,0,0,1045591000,5200.81,201044,198.9416667
2006,New Jersey,23107783000,16743.33,982557000,711.94,9540387000,6912.73,12584839000,9118.66,21039298000,14629.86,12107948000,8773.12,4298965000,3114.92,12309954000,8440.81,7966714000,5772.48,2708887000,1962.79,7892051000,5718.38,3890867000,2819.23,1362772000,987.43,2027893000,1469.36,717190000,519.66,474706000,343.96,1001322000,725.53,2079567000,1506.8,1116755000,809.17,474618000,343.9,2033738000,1473.6,31150000,22.57,8590199000,6224.25,1380119,198.9416667
