state,year,salary,cpi
West Virginia,2016,45622,238.2429167
West Virginia,2017,45555,242.6751667
West Virginia,2018,45642,248.1315
West Virginia,2019,47681,253.2578333
West Virginia,2020,50238,257.27275
West Virginia,2021,50261,263.1439167
Wisconsin,2002,42232,178.1666667
Wisconsin,2003,42871,182.0916667
Wisconsin,2004,42882,186.1083333
Wisconsin,2005,44299,191.7
Wisconsin,2006,46390,198.9416667
Wisconsin,2007,47901,204.112
Wisconsin,2008,49051,211.684
Wisconsin,2009,51121,214.6485833
Wisconsin,2010,51264,216.7613333
Wisconsin,2011,54195,221.0613333
Wisconsin,2012,53792,227.5535
Wisconsin,2013,53797,231.3886667
Wisconsin,2014,53679,234.989
Wisconsin,2015,54535,236.6704167
Wisconsin,2016,54115,238.2429167
Wisconsin,2017,54998,242.6751667
Wisconsin,2018,51469,248.1315
Wisconsin,2019,58277,253.2578333
Wisconsin,2020,59431,257.27275
Wisconsin,2021,60038,263.1439167
Wyoming,2002,37837,178.1666667
Wyoming,2003,37876,182.0916667
Wyoming,2004,39532,186.1083333
Wyoming,2005,40497,191.7
Wyoming,2006,43225,198.9416667
Wyoming,2007,50692,204.112
Wyoming,2008,53074,211.684
Wyoming,2009,54602,214.6485833
Wyoming,2010,55861,216.7613333
Wyoming,2011,56100,221.0613333
Wyoming,2012,57222,227.5535
Wyoming,2013,56775,231.3886667
Wyoming,2014,56583,234.989
Wyoming,2015,57414,236.6704167
Wyoming,2016,58140,238.2429167
Wyoming,2017,58187,242.6751667
Wyoming,2018,58352,248.1315
Wyoming,2019,58861,253.2578333
Wyoming,2020,59786,257.27275
Wyoming,2021,60357,263.1439167
