state,Total Growth,Pupil Support Services Growth,Instructional Staff Growth,General Administration Growth,School Administration Growth,Operation & Maintenance Growth,Pupil Transportation Growth,Other Growth
United States,0.25357402744894286,0.5261327840350478,0.24181209981680607,0.18570290879922724,0.2044844975620459,0.15114622614398132,0.16700134483113516,0.38069998217486534
